Date,SPY
2019-11-06,281.64459228515625
2019-11-07,282.6349792480469
2019-11-08,283.3320617675781
2019-11-11,282.7909545898437
2019-11-12,283.38702392578125
2019-11-13,283.4787292480469
2019-11-14,283.8914489746094
2019-11-15,285.9457702636719
2019-11-18,286.15673828125
2019-11-19,286.0740966796875
2019-11-20,285.0102844238281
2019-11-21,284.55181884765625
2019-11-22,285.18463134765625
2019-11-25,287.3948669433594
2019-11-26,288.0459289550781
2019-11-27,289.3299865722656
2019-11-29,288.2569274902344
2019-12-02,285.8081970214844
2019-12-03,283.8914489746094
2019-12-04,285.6431884765625
2019-12-05,286.15673828125
2019-12-06,288.7704772949219
2019-12-09,287.8625793457031
2019-12-10,287.5416564941406
2019-12-11,288.3578796386719
2019-12-12,290.8431701660156
2019-12-13,291.0173645019531
2019-12-16,293.0167541503906
2019-12-17,293.0809020996094
2019-12-18,293.0992431640625
2019-12-19,294.3006591796875
2019-12-20,295.5909423828125
2019-12-23,296.0425109863281
2019-12-24,296.0517272949219
2019-12-26,297.62774658203125
2019-12-27,297.5539855957031
2019-12-30,295.9134216308594
2019-12-31,296.6322631835937
2020-01-02,299.4064025878906
2020-01-03,297.1392822265625
2020-01-06,298.2729187011719
2020-01-07,297.4341735839844
2020-01-08,299.0194702148437
2020-01-09,301.0469055175781
2020-01-10,300.1806030273437
2020-01-13,302.2450866699219
2020-01-14,301.7842102050781
2020-01-15,302.4662780761719
2020-01-16,304.9822692871094
2020-01-17,305.93145751953125
2020-01-21,305.33251953125
2020-01-22,305.3693542480469
2020-01-23,305.7195739746094
2020-01-24,303.000732421875
2020-01-27,298.143798828125
2020-01-28,301.2681884765625
2020-01-29,301.019287109375
2020-01-30,301.9961853027344
2020-01-31,296.5126037597656
2020-02-03,298.7152404785156
2020-02-04,303.2680358886719
2020-02-05,306.77020263671875
2020-02-06,307.80242919921875
2020-02-07,306.16192626953125
2020-02-10,308.4476013183594
2020-02-11,308.9820556640625
2020-02-12,310.9727783203125
2020-02-13,310.6410217285156
2020-02-14,311.138671875
2020-02-18,310.3369140625
2020-02-19,311.8207092285156
2020-02-20,310.5396728515625
2020-02-21,307.34161376953125
2020-02-24,297.1485595703125
2020-02-25,288.144287109375
2020-02-26,287.0844421386719
2020-02-27,274.1909484863281
2020-02-28,273.0389099121094
2020-03-02,284.8632507324219
2020-03-03,276.7070007324219
2020-03-04,288.3377990722656
2020-03-05,278.7529602050781
2020-03-06,274.14483642578125
2020-03-09,252.73568725585935
2020-03-10,265.81329345703125
2020-03-11,252.85548400878903
2020-03-12,228.66297912597656
2020-03-13,248.21055603027344
2020-03-16,221.0503387451172
2020-03-17,232.9853515625
2020-03-18,221.1885986328125
2020-03-19,221.65863037109372
2020-03-20,212.1064300537109
2020-03-23,206.6832733154297
2020-03-24,225.409423828125
2020-03-25,228.78384399414065
2020-03-26,242.14251708984372
2020-03-27,234.93011474609372
2020-03-30,242.5597076416016
2020-03-31,238.94419860839844
2020-04-01,228.19058227539065
2020-04-02,233.4561309814453
2020-04-03,230.08172607421875
2020-04-06,245.53543090820312
2020-04-07,245.7857360839844
2020-04-08,254.03640747070312
2020-04-09,257.9021911621094
2020-04-13,255.5474853515625
2020-04-14,263.0842590332031
2020-04-15,257.4942321777344
2020-04-16,258.7364501953125
2020-04-17,265.7262878417969
2020-04-20,261.0447998046875
2020-04-21,253.1186981201172
2020-04-22,258.7364501953125
2020-04-23,258.71795654296875
2020-04-24,262.3241271972656
2020-04-27,266.1064147949219
2020-04-28,264.8827209472656
2020-04-29,271.81695556640625
2020-04-30,269.2861328125
2020-05-01,262.1572265625
2020-05-04,262.88037109375
2020-05-05,265.30914306640625
2020-05-06,263.5107116699219
2020-05-07,266.6904602050781
2020-05-08,271.1031494140625
2020-05-11,271.15869140625
2020-05-12,265.754150390625
2020-05-13,261.0541076660156
2020-05-14,264.17822265625
2020-05-15,265.3926696777344
2020-05-18,273.4763488769531
2020-05-19,270.6675109863281
2020-05-20,275.2655944824219
2020-05-21,273.3651733398437
2020-05-22,273.88427734375
2020-05-26,277.2587585449219
2020-05-27,281.3840026855469
2020-05-28,280.8648986816406
2020-05-29,282.1164245605469
2020-06-01,283.2565612792969
2020-06-02,285.6020202636719
2020-06-03,289.4029235839844
2020-06-04,288.6427307128906
2020-06-05,296.0404968261719
2020-06-08,299.618896484375
2020-06-09,297.3847045898437
2020-06-10,295.7253112792969
2020-06-11,278.6770324707031
2020-06-12,282.0143737792969
2020-06-15,284.6471252441406
2020-06-16,290.1260681152344
2020-06-17,288.9208984375
2020-06-18,289.0321655273437
2020-06-19,287.3802795410156
2020-06-22,289.2238464355469
2020-06-23,290.5553894042969
2020-06-24,283.1437072753906
2020-06-25,286.1791687011719
2020-06-26,279.3819580078125
2020-06-29,283.4881896972656
2020-06-30,287.11962890625
2020-07-01,289.1307983398437
2020-07-02,290.7229919433594
2020-07-06,295.21099853515625
2020-07-07,292.1662292480469
2020-07-08,294.40093994140625
2020-07-09,292.72491455078125
2020-07-10,295.7138061523437
2020-07-13,293.1532592773437
2020-07-14,296.95220947265625
2020-07-15,299.6803894042969
2020-07-16,298.6933898925781
2020-07-17,299.559326171875
2020-07-20,301.98028564453125
2020-07-21,302.6227722167969
2020-07-22,304.34527587890625
2020-07-23,300.71392822265625
2020-07-24,298.7772216796875
2020-07-27,300.9559631347656
2020-07-28,299.0472717285156
2020-07-29,302.72515869140625
2020-07-30,301.6449890136719
2020-07-31,304.0287475585937
2020-08-03,306.1423034667969
2020-08-04,307.3247985839844
2020-08-05,309.233642578125
2020-08-06,311.3006896972656
2020-08-07,311.5242004394531
2020-08-10,312.4553527832031
2020-08-11,309.8760986328125
2020-08-12,314.196533203125
2020-08-13,313.6285705566406
2020-08-14,313.6378173828125
2020-08-17,314.6341552734375
2020-08-18,315.3138122558594
2020-08-19,314.0009460449219
2020-08-20,314.9786071777344
2020-08-21,316.09600830078125
2020-08-24,319.29901123046875
2020-08-25,320.4163513183594
2020-08-26,323.62872314453125
2020-08-27,324.3363647460937
2020-08-28,326.431396484375
2020-08-31,325.2489013671875
2020-09-01,328.3122253417969
2020-09-02,333.0610046386719
2020-09-03,321.59893798828125
2020-09-04,318.97320556640625
2020-09-08,310.2578430175781
2020-09-09,316.3846740722656
2020-09-10,310.8910522460937
2020-09-11,311.04931640625
2020-09-14,315.1462707519531
2020-09-15,316.7384338378906
2020-09-16,315.4814147949219
2020-09-17,312.7066650390625
2020-09-18,309.106689453125
2020-09-21,305.6664733886719
2020-09-22,308.7794494628906
2020-09-23,301.6184997558594
2020-09-24,302.42242431640625
2020-09-25,307.31170654296875
2020-09-28,312.4159240722656
2020-09-29,310.71466064453125
2020-09-30,313.0704040527344
2020-10-01,315.0802917480469
2020-10-02,312.0887756347656
2020-10-05,317.623046875
2020-10-06,313.1077880859375
2020-10-07,318.5578918457031
2020-10-08,321.38116455078125
2020-10-09,324.2511291503906
2020-10-12,329.467529296875
2020-10-13,327.3173828125
2020-10-14,325.2607116699219
2020-10-15,324.8587646484375
2020-10-16,324.6625061035156
2020-10-19,319.7264709472656
2020-10-20,321.0072021484375
2020-10-21,320.3995056152344
2020-10-22,322.1571044921875
2020-10-23,323.2508239746094
2020-10-26,317.2771301269531
2020-10-27,316.1834716796875
2020-10-28,305.37652587890625
2020-10-29,308.4802551269531
2020-10-30,305.264404296875
2020-11-02,308.6860046386719
2020-11-03,314.1361389160156
2020-11-04,321.1568603515625
2020-11-05,327.420166015625
2020-11-06,327.34552001953125
2020-11-09,331.4587707519531
2020-11-10,330.9726867675781
2020-11-11,333.4313049316406
2020-11-12,330.19677734375
2020-11-13,334.7681579589844
2020-11-16,338.9468994140625
2020-11-17,337.1239013671875
2020-11-18,333.06671142578125
2020-11-19,334.4689636230469
2020-11-20,332.1785583496094
2020-11-23,334.1697998046875
2020-11-24,339.5545654296875
2020-11-25,339.031005859375
2020-11-27,339.9752502441406
2020-11-30,338.4701232910156
2020-12-01,342.1721496582031
2020-12-02,342.8919372558594
2020-12-03,342.7984619140625
2020-12-04,345.7525939941406
2020-12-07,345.04205322265625
2020-12-08,346.0516967773437
2020-12-09,342.9480895996094
2020-12-10,342.8358154296875
2020-12-11,342.433837890625
2020-12-14,340.900634765625
2020-12-15,345.5095520019531
2020-12-16,346.0516967773437
2020-12-17,347.9869079589844
2020-12-18,346.5974426269531
2020-12-21,345.3581237792969
2020-12-22,344.7760925292969
2020-12-23,345.0858459472656
2020-12-24,346.42840576171875
2020-12-28,349.4044494628906
2020-12-29,348.73779296875
2020-12-30,349.2355041503906
2020-12-31,351.0099182128906
2021-01-04,346.2312927246094
2021-01-05,348.6158447265625
2021-01-06,350.699951171875
2021-01-07,355.9105529785156
2021-01-08,357.9384460449219
2021-01-11,355.5256652832031
2021-01-12,355.60076904296875
2021-01-13,356.558349609375
2021-01-14,355.3096923828125
2021-01-15,352.7185363769531
2021-01-19,355.4881286621094
2021-01-20,360.4075927734375
2021-01-21,360.7362060546875
2021-01-22,359.4593505859375
2021-01-25,360.87701416015625
2021-01-26,360.3136901855469
2021-01-27,351.5074157714844
2021-01-28,354.53045654296875
2021-01-29,347.432861328125
2021-02-01,353.21612548828125
2021-02-02,358.2106628417969
2021-02-03,358.4923400878906
2021-02-04,362.5669250488281
2021-02-05,363.9938354492188
2021-02-08,366.6226806640625
2021-02-09,366.3784790039063
2021-02-10,366.2188415527344
2021-02-11,366.8103637695313
2021-02-12,368.6223754882813
2021-02-16,368.3030700683594
2021-02-17,368.38763427734375
2021-02-18,366.8197937011719
2021-02-19,366.1719665527344
2021-02-22,363.35546875
2021-02-23,363.7967224121094
2021-02-24,367.8055419921875
2021-02-25,358.94305419921875
2021-02-26,357.0934753417969
2021-03-01,365.7494812011719
2021-03-02,362.8954772949219
2021-03-03,358.088623046875
2021-03-04,353.6573791503906
2021-03-05,360.1634216308594
2021-03-08,358.370361328125
2021-03-09,363.4869384765625
2021-03-10,365.7494812011719
2021-03-11,369.4578857421875
2021-03-12,369.9554748535156
2021-03-15,372.1617126464844
2021-03-16,371.6922607421875
2021-03-17,372.9597473144531
2021-03-18,367.5332946777344
2021-03-19,366.8532409667969
2021-03-22,369.7825622558594
2021-03-23,366.8721008300781
2021-03-24,365.0070495605469
2021-03-25,367.0604553222656
2021-03-26,372.9756774902344
2021-03-29,372.7873229980469
2021-03-30,371.7982482910156
2021-03-31,373.3053283691406
2021-04-01,377.3365783691406
2021-04-05,382.7525634765625
2021-04-06,382.5265502929688
2021-04-07,382.9692687988281
2021-04-08,384.787109375
2021-04-09,387.5845642089844
2021-04-12,387.7258911132813
2021-04-13,388.8749694824219
2021-04-14,387.5469055175781
2021-04-15,391.7100524902344
2021-04-16,393.0193786621094
2021-04-19,391.0884399414063
2021-04-20,388.2251281738281
2021-04-21,391.8985290527344
2021-04-22,388.3191833496094
2021-04-23,392.5296325683594
2021-04-26,393.3489990234375
2021-04-27,393.2642517089844
2021-04-28,393.1512451171875
2021-04-29,395.6566467285156
2021-04-30,393.0570983886719
2021-05-03,393.90478515625
2021-05-04,391.474609375
2021-05-05,391.59710693359375
2021-05-06,394.7242431640625
2021-05-07,397.5970458984375
2021-05-10,393.6598510742188
2021-05-11,390.14654541015625
2021-05-12,381.8577880859375
2021-05-13,386.4448547363281
2021-05-14,392.3788757324219
2021-05-17,391.3804626464844
2021-05-18,388.0084838867188
2021-05-19,386.99114990234375
2021-05-20,391.1544189453125
2021-05-21,390.8340759277344
2021-05-24,394.8184814453125
2021-05-25,393.9423828125
2021-05-26,394.7242431640625
2021-05-27,394.9314880371094
2021-05-28,395.6378479003906
2021-06-01,395.2893981933594
2021-06-02,395.9109497070313
2021-06-03,394.4415588378906
2021-06-04,398.0491333007813
2021-06-07,397.66302490234375
2021-06-08,397.7477111816406
2021-06-09,397.15435791015625
2021-06-10,399.00048828125
2021-06-11,399.6598205566406
2021-06-14,400.5546569824219
2021-06-15,399.8199157714844
2021-06-16,397.5875549316406
2021-06-17,397.4556884765625
2021-06-18,392.0939331054688
2021-06-21,397.7070617675781
2021-06-22,399.8333435058594
2021-06-23,399.3513793945313
2021-06-24,401.71392822265625
2021-06-25,403.1408081054688
2021-06-28,403.9535217285156
2021-06-29,404.17083740234375
2021-06-30,404.5110473632813
2021-07-01,406.7505798339844
2021-07-02,409.859619140625
2021-07-06,409.1130981445313
2021-07-07,410.5588684082031
2021-07-08,407.2136535644531
2021-07-09,411.560546875
2021-07-12,413.0347595214844
2021-07-13,411.6266784667969
2021-07-14,412.2410278320313
2021-07-15,410.8329772949219
2021-07-16,407.6105041503906
2021-07-19,401.5909423828125
2021-07-20,407.3459777832031
2021-07-21,410.6440124511719
2021-07-22,411.5039367675781
2021-07-23,415.7375183105469
2021-07-26,416.7579650878906
2021-07-27,414.8586120605469
2021-07-28,414.6884460449219
2021-07-29,416.4083557128906
2021-07-30,414.3861999511719
2021-08-02,413.5167236328125
2021-08-03,416.88092041015625
2021-08-04,414.8302612304688
2021-08-05,417.4573669433594
2021-08-06,418.1471557617188
2021-08-09,417.8070373535156
2021-08-10,418.3267517089844
2021-08-11,419.3661804199219
2021-08-12,420.6230773925781
2021-08-13,421.3884887695313
2021-08-16,422.3806762695313
2021-08-17,419.6119384765625
2021-08-18,415.0192565917969
2021-08-19,415.6618347167969
2021-08-20,418.9693603515625
2021-08-23,422.65478515625
2021-08-24,423.32568359375
2021-08-25,424.2140197753906
2021-08-26,421.7097778320313
2021-08-27,425.4802856445313
2021-08-30,427.3513488769531
2021-08-31,426.7182312011719
2021-09-01,426.9449157714844
2021-09-02,428.2585144042969
2021-09-03,428.1545715332031
2021-09-07,426.6237487792969
2021-09-08,426.10394287109375
2021-09-09,424.2801208496094
2021-09-10,420.9348754882813
2021-09-13,422.01214599609375
2021-09-14,419.7347412109375
2021-09-15,423.24066162109375
2021-09-16,422.5696716308594
2021-09-17,418.453369140625
2021-09-20,411.47607421875
2021-09-21,411.08740234375
2021-09-22,415.0974426269531
2021-09-23,420.1408996582031
2021-09-24,420.8329772949219
2021-09-27,419.62896728515625
2021-09-28,411.1726684570313
2021-09-29,411.86474609375
2021-09-30,406.830810546875
2021-10-01,411.6656494140625
2021-10-04,406.3567504882813
2021-10-05,410.5849304199219
2021-10-06,412.2913513183594
2021-10-07,415.85589599609375
2021-10-08,415.0974426269531
2021-10-11,412.09228515625
2021-10-12,411.0778503417969
2021-10-13,412.5567932128906
2021-10-14,419.4961853027344
2021-10-15,422.6910095214844
2021-10-18,423.9424743652344
2021-10-19,427.2131042480469
2021-10-20,428.8910827636719
2021-10-21,430.0096740722656
2021-10-22,429.5641784667969
2021-10-25,431.8677978515625
2021-10-26,432.2565002441406
2021-10-27,430.341552734375
2021-10-28,434.4938049316406
2021-10-29,435.3755493164063
2021-11-01,436.1244812011719
2021-11-02,437.88775634765625
2021-11-03,440.5611572265625
2021-11-04,442.6372680664063
2021-11-05,444.173095703125
2021-11-08,444.5522766113281
2021-11-09,443.0828552246094
2021-11-10,439.5183410644531
2021-11-11,439.6605529785156
2021-11-12,442.9785461425781
2021-11-15,443.1302490234375
2021-11-16,444.8840942382813
2021-11-17,443.8033447265625
2021-11-18,445.3106689453125
2021-11-19,444.5143127441406
2021-11-22,443.2630004882813
2021-11-23,443.8506774902344
2021-11-24,445.0357360839844
2021-11-26,435.1100463867188
2021-11-29,440.4473571777344
2021-11-30,431.8772888183594
2021-12-01,427.0804138183594
2021-12-02,433.6216735839844
2021-12-03,429.8486022949219
2021-12-06,434.9394836425781
2021-12-07,443.9360961914063
2021-12-08,445.1116027832031
2021-12-09,442.1063537597656
2021-12-10,446.2681579589844
2021-12-13,442.31494140625
2021-12-14,439.2718200683594
2021-12-15,446.1354675292969
2021-12-16,442.2012023925781
2021-12-17,437.494873046875
2021-12-20,432.84283447265625
2021-12-21,440.5296936035156
2021-12-22,444.9344482421875
2021-12-23,447.7028503417969
2021-12-27,454.038818359375
2021-12-28,453.6678466796875
2021-12-29,454.2480773925781
2021-12-30,452.9922790527344
2021-12-31,451.8506774902344
2022-01-03,454.4669189453125
2022-01-04,454.314697265625
2022-01-05,445.59088134765625
2022-01-06,445.1722412109375
2022-01-07,443.4122924804688
2022-01-10,442.8605651855469
2022-01-11,446.8941345214844
2022-01-12,448.1023864746094
2022-01-13,441.9281921386719
2022-01-14,442.1089477539063
2022-01-18,434.2793273925781
2022-01-19,429.76995849609375
2022-01-20,425.0132446289063
2022-01-21,416.66998291015625
2022-01-24,418.439453125
2022-01-25,413.3307189941406
2022-01-26,412.2938537597656
2022-01-27,410.25787353515625
2022-01-28,420.4468078613281
2022-01-31,428.0195617675781
2022-02-01,430.91156005859375
2022-02-02,435.0975341796875
2022-02-03,424.87060546875
2022-02-04,426.868408203125
2022-02-07,425.4984436035156
2022-02-08,428.9993896484375
2022-02-09,435.2782287597656
2022-02-10,427.4581909179688
2022-02-11,419.0292663574219
2022-02-14,417.6593322753906
2022-02-15,424.3949279785156
2022-02-16,424.87060546875
2022-02-17,415.7947387695313
2022-02-18,413.1024169921875
2022-02-22,408.6691589355469
2022-02-23,401.419921875
2022-02-24,407.4609375
2022-02-25,416.4512023925781
2022-02-28,415.3855895996094
2022-03-01,409.0592956542969
2022-03-02,416.5843811035156
2022-03-03,414.5104370117188
2022-03-04,411.14263916015625
2022-03-07,399.0224914550781
2022-03-08,395.9972534179688
2022-03-09,406.6142272949219
2022-03-10,404.7781677246094
2022-03-11,399.63134765625
2022-03-14,396.7107543945313
2022-03-15,405.4345703125
2022-03-16,414.4247741699219
2022-03-17,419.6096496582031
2022-03-18,424.2055358886719
2022-03-21,424.08148193359375
2022-03-22,429.0437622070313
2022-03-23,423.5184326171875
2022-03-24,429.9027404785156
2022-03-25,432.0021667480469
2022-03-28,435.0750427246094
2022-03-29,440.4572143554688
2022-03-30,437.7375183105469
2022-03-31,431.0001525878906
2022-04-01,432.22161865234375
2022-04-04,435.9243469238281
2022-04-05,430.41802978515625
2022-04-06,426.1140747070313
2022-04-07,428.2612915039063
2022-04-08,427.1160583496094
2022-04-11,419.8157653808594
2022-04-12,418.26025390625
2022-04-13,423.0508117675781
2022-04-14,417.7830810546875
2022-04-18,417.9548645019531
2022-04-19,424.7017822265625
2022-04-20,424.3868103027344
2022-04-21,418.0407409667969
2022-04-22,406.5701293945313
2022-04-25,408.9271545410156
2022-04-26,397.0843200683594
2022-04-27,398.2008361816406
2022-04-28,408.2591247558594
2022-04-29,393.1716918945313
2022-05-02,395.538330078125
2022-05-03,397.3515319824219
2022-05-04,409.4519958496094
2022-05-05,394.8989562988281
2022-05-06,392.5418395996094
2022-05-09,379.9737548828125
2022-05-10,380.8516845703125
2022-05-11,374.8014221191406
2022-05-12,374.41009521484375
2022-05-13,383.3614807128906
2022-05-16,381.8059997558594
2022-05-17,389.6598510742188
2022-05-18,373.9520568847656
2022-05-19,371.6617431640625
2022-05-20,371.8240051269531
2022-05-23,378.7808837890625
2022-05-24,375.8893127441406
2022-05-25,379.2102661132813
2022-05-26,386.7874145507813
2022-05-27,396.2826843261719
2022-05-31,394.0591430664063
2022-06-01,390.8717956542969
2022-06-02,398.31536865234375
2022-06-03,391.7784423828125
2022-06-06,392.9713134765625
2022-06-07,396.7407836914063
2022-06-08,392.4273071289063
2022-06-09,383.0942077636719
2022-06-10,371.9862365722656
2022-06-13,357.8626403808594
2022-06-14,356.78424072265625
2022-06-15,361.8706970214844
2022-06-16,349.8941650390625
2022-06-17,350.6484375
2022-06-21,359.4754943847656
2022-06-22,358.8238830566406
2022-06-23,362.3412170410156
2022-06-24,373.86138916015625
2022-06-27,372.4334411621094
2022-06-28,364.8235168457031
2022-06-29,364.52642822265625
2022-06-30,361.5649108886719
2022-07-01,365.3890380859375
2022-07-05,366.0790710449219
2022-07-06,367.3154296875
2022-07-07,372.8168029785156
2022-07-08,372.5101318359375
2022-07-11,368.2546081542969
2022-07-12,364.9959716796875
2022-07-13,363.0791931152344
2022-07-14,362.1974792480469
2022-07-15,369.1172790527344
2022-07-18,366.0694885253906
2022-07-19,375.9603576660156
2022-07-20,378.3564147949219
2022-07-21,382.2093200683594
2022-07-22,378.6631774902344
2022-07-25,379.1231994628906
2022-07-26,374.6377868652344
2022-07-27,384.3657531738281
2022-07-28,389.1866455078125
2022-07-29,394.8604736328125
2022-08-01,393.6911926269531
2022-08-02,391.0939636230469
2022-08-03,397.21826171875
2022-08-04,396.9498596191406
2022-08-05,396.2789611816406
2022-08-08,395.8189392089844
2022-08-09,394.2471008300781
2022-08-10,402.52783203125
2022-08-11,402.52783203125
2022-08-12,409.3423156738281
2022-08-15,411.0290222167969
2022-08-16,411.8341674804688
2022-08-17,408.9109497070313
2022-08-18,410.0994262695313
2022-08-19,404.5884704589844
2022-08-22,396.1639709472656
2022-08-23,395.2055358886719
2022-08-24,396.4706726074219
2022-08-25,402.0678405761719
2022-08-26,388.4582824707031
2022-08-29,385.8896789550781
2022-08-30,381.6534729003906
2022-08-31,378.7494201660156
2022-09-01,379.9378662109375
2022-09-02,375.9316101074219
2022-09-06,374.51318359375
2022-09-07,381.24127197265625
2022-09-08,383.7331848144531
2022-09-09,389.6946411132813
2022-09-12,393.88287353515625
2022-09-13,376.7558898925781
2022-09-14,378.1935729980469
2022-09-15,373.8997802734375
2022-09-16,371.04730224609375
2022-09-19,373.9247741699219
2022-09-20,369.6326904296875
2022-09-21,363.1848449707031
2022-09-22,360.1342163085937
