Date,MSFT
2019-11-05,136.95278930664062
2019-11-06,136.5735321044922
2019-11-07,136.76316833496094
2019-11-08,138.37486267089844
2019-11-11,138.5170135498047
2019-11-12,139.42715454101562
2019-11-13,139.6546630859375
2019-11-14,140.36570739746094
2019-11-15,142.1763916015625
2019-11-18,142.52723693847656
2019-11-19,142.57461547851562
2019-11-20,142.32733154296875
2019-11-21,142.194091796875
2019-11-22,142.2987060546875
2019-11-25,143.85879516601562
2019-11-26,144.61976623535156
2019-11-27,144.89566040039062
2019-11-29,144.00149536132812
2019-12-02,142.26071166992188
2019-12-03,142.0323944091797
2019-12-04,142.54605102539062
2019-12-05,142.62217712402344
2019-12-06,144.35348510742188
2019-12-09,143.9824676513672
2019-12-10,143.763671875
2019-12-11,144.30592346191406
2019-12-12,145.77085876464844
2019-12-13,146.99795532226562
2019-12-16,147.94923400878906
2019-12-17,147.15016174316406
2019-12-18,146.84573364257812
2019-12-19,148.12046813964844
2019-12-20,149.7376251220703
2019-12-23,149.7376251220703
2019-12-24,149.7090301513672
2019-12-26,150.93614196777344
2019-12-27,151.2120361328125
2019-12-30,149.90879821777344
2019-12-31,150.013427734375
2020-01-02,152.79112243652344
2020-01-03,150.88865661621094
2020-01-06,151.27857971191406
2020-01-07,149.89932250976562
2020-01-08,152.2869415283203
2020-01-09,154.18946838378906
2020-01-10,153.47604370117188
2020-01-13,155.32147216796875
2020-01-14,154.22750854492188
2020-01-15,155.22634887695312
2020-01-16,158.07057189941406
2020-01-17,158.95526123046875
2020-01-21,158.38455200195312
2020-01-22,157.62351989746094
2020-01-23,158.5937957763672
2020-01-24,156.9956817626953
2020-01-27,154.37022399902344
2020-01-28,157.39524841308594
2020-01-29,159.84947204589844
2020-01-30,164.35842895507812
2020-01-31,161.93272399902344
2020-02-03,165.88040161132812
2020-02-04,171.3406524658203
2020-02-05,171.1313934326172
2020-02-06,174.67958068847656
2020-02-07,174.9269256591797
2020-02-10,179.50245666503906
2020-02-11,175.45008850097656
2020-02-12,175.70692443847656
2020-02-13,174.75572204589844
2020-02-14,176.31570434570312
2020-02-18,178.10411071777344
2020-02-19,178.63827514648438
2020-02-20,175.91026306152344
2020-02-21,170.34921264648438
2020-02-24,163.00454711914062
2020-02-25,160.31468200683594
2020-02-26,162.3177947998047
2020-02-27,150.88104248046875
2020-02-28,154.5343017578125
2020-03-02,164.81692504882812
2020-03-03,156.91896057128906
2020-03-04,162.6802520751953
2020-03-05,158.5977325439453
2020-03-06,154.11463928222656
2020-03-09,143.6698760986328
2020-03-10,153.4945831298828
2020-03-11,146.5409698486328
2020-03-12,132.64328002929688
2020-03-13,151.5010528564453
2020-03-16,129.17127990722656
2020-03-17,139.80679321289062
2020-03-18,133.92147827148438
2020-03-19,136.12490844726562
2020-03-20,131.01220703125
2020-03-23,129.7054443359375
2020-03-24,141.4951171875
2020-03-25,140.14059448242188
2020-03-26,148.90658569335938
2020-03-27,142.79232788085938
2020-03-30,152.83645629882812
2020-03-31,150.43275451660156
2020-04-01,145.0911407470703
2020-04-02,148.0957794189453
2020-04-03,146.7317657470703
2020-04-06,157.64382934570312
2020-04-07,155.94598388671875
2020-04-08,157.51036071777344
2020-04-09,157.5198516845703
2020-04-13,157.87281799316406
2020-04-14,165.6849365234375
2020-04-15,163.9488525390625
2020-04-16,168.87075805664062
2020-04-17,170.3588104248047
2020-04-20,166.9821319580078
2020-04-21,160.0762176513672
2020-04-22,165.5132293701172
2020-04-23,163.51010131835938
2020-04-24,166.49566650390625
2020-04-27,166.01870727539062
2020-04-28,161.97438049316406
2020-04-29,169.24276733398438
2020-04-30,170.9406280517578
2020-05-01,166.51475524902344
2020-05-04,170.5876922607422
2020-05-05,172.4191436767578
2020-05-06,174.11703491210938
2020-05-07,175.1280975341797
2020-05-08,176.15823364257812
2020-05-11,178.1232147216797
2020-05-12,174.08837890625
2020-05-13,171.45578002929688
2020-05-14,172.19976806640625
2020-05-15,174.70835876464844
2020-05-18,176.3776092529297
2020-05-19,175.1566925048828
2020-05-20,177.58624267578125
2020-05-21,175.4531707763672
2020-05-22,175.52976989746094
2020-05-26,173.67413330078125
2020-05-27,173.90365600585938
2020-05-28,173.51148986816406
2020-05-29,175.28106689453125
2020-06-01,174.8793182373047
2020-06-02,176.86888122558594
2020-06-03,177.29930114746094
2020-06-04,174.96539306640625
2020-06-05,179.05926513671875
2020-06-08,180.16880798339844
2020-06-09,181.54624938964844
2020-06-10,188.28005981445312
2020-06-11,178.1697235107422
2020-06-12,179.57579040527344
2020-06-15,180.7235870361328
2020-06-16,185.15228271484372
2020-06-17,185.7931365966797
2020-06-18,187.7826690673828
2020-06-19,186.6635589599609
2020-06-22,191.84788513183597
2020-06-23,193.1295318603516
2020-06-24,189.23655700683597
2020-06-25,191.62789916992188
2020-06-26,187.79226684570312
2020-06-29,189.8105010986328
2020-06-30,194.6599884033203
2020-07-01,195.7982635498047
2020-07-02,197.29042053222656
2020-07-06,201.5373077392578
2020-07-07,199.1938934326172
2020-07-08,203.57470703125
2020-07-09,204.9999237060547
2020-07-10,204.378173828125
2020-07-13,198.0652008056641
2020-07-14,199.28952026367188
2020-07-15,198.9929962158203
2020-07-16,195.05218505859372
2020-07-17,194.0574188232422
2020-07-20,202.39822387695312
2020-07-21,199.6721343994141
2020-07-22,202.5417022705078
2020-07-23,193.732177734375
2020-07-24,192.54611206054688
2020-07-27,194.9852600097656
2020-07-28,193.23480224609372
2020-07-29,195.1861267089844
2020-07-30,195.03305053710935
2020-07-31,196.0947723388672
2020-08-03,207.1233367919922
2020-08-04,204.01466369628903
2020-08-05,203.679931640625
2020-08-06,206.94163513183597
2020-08-07,203.2399139404297
2020-08-10,199.1938934326172
2020-08-11,194.5356292724609
2020-08-12,200.0929718017578
2020-08-13,199.6243438720703
2020-08-14,199.8155975341797
2020-08-17,201.13560485839844
2020-08-18,202.29296875
2020-08-19,201.0656890869141
2020-08-20,205.7447662353516
2020-08-21,204.2490081787109
2020-08-24,204.89138793945312
2020-08-25,207.5569000244141
2020-08-26,212.04421997070312
2020-08-27,217.25067138671875
2020-08-28,219.4847412109375
2020-08-31,216.243896484375
2020-09-01,217.9122314453125
2020-09-02,222.11192321777344
2020-09-03,208.35275268554688
2020-09-04,205.4283447265625
2020-09-08,194.31553649902344
2020-09-09,202.5902404785156
2020-09-10,196.91395568847656
2020-09-11,195.62913513183597
2020-09-14,196.9523162841797
2020-09-15,200.18356323242188
2020-09-16,196.60716247558597
2020-09-17,194.5552520751953
2020-09-18,192.1390380859375
2020-09-21,194.2005157470703
2020-09-22,198.87957763671875
2020-09-23,192.33078002929688
2020-09-24,194.82374572753903
2020-09-25,199.2630920410156
2020-09-28,200.81640625
2020-09-29,198.7261657714844
2020-09-30,201.66973876953125
2020-10-01,203.7120819091797
2020-10-02,197.7001800537109
2020-10-05,201.7176818847656
2020-10-06,197.4317626953125
2020-10-07,201.1903381347656
2020-10-08,201.90945434570312
2020-10-09,206.92410278320312
2020-10-12,212.2839813232422
2020-10-13,213.68382263183597
2020-10-14,211.7662353515625
2020-10-15,210.61558532714844
2020-10-16,210.61558532714844
2020-10-19,205.39959716796875
2020-10-20,205.8118438720703
2020-10-21,205.9556884765625
2020-10-22,206.04196166992188
2020-10-23,207.32681274414065
2020-10-26,201.4300079345703
2020-10-27,204.46951293945312
2020-10-28,194.33468627929688
2020-10-29,196.29071044921875
2020-10-30,194.13336181640625
2020-11-02,193.99917602539065
2020-11-03,197.9303131103516
2020-11-04,207.4802398681641
2020-11-05,214.0960998535156
2020-11-06,214.5083923339844
2020-11-09,209.3978576660156
2020-11-10,202.32174682617188
2020-11-11,207.6336669921875
2020-11-12,206.56935119628903
2020-11-13,207.5953063964844
2020-11-16,208.28561401367188
2020-11-17,205.62969970703125
2020-11-18,202.9187164306641
2020-11-19,204.20687866210935
2020-11-20,202.25538635253903
2020-11-23,201.98626708984372
2020-11-24,205.5912322998047
2020-11-25,205.6008453369141
2020-11-27,206.90830993652344
2020-11-30,205.7930908203125
2020-12-01,207.8503875732422
2020-12-02,207.0428771972656
2020-12-03,205.95655822753903
2020-12-04,206.07192993164065
2020-12-07,206.004638671875
2020-12-08,207.6581268310547
2020-12-09,203.6109161376953
2020-12-10,202.38040161132807
2020-12-11,205.01443481445312
2020-12-14,205.9181060791016
2020-12-15,205.85079956054688
2020-12-16,210.80169677734372
2020-12-17,210.93626403808597
2020-12-18,210.1383209228516
2020-12-21,213.9836883544922
2020-12-22,215.281494140625
2020-12-23,212.47439575195312
2020-12-24,214.1374969482422
2020-12-28,216.2620849609375
2020-12-29,215.4833984375
2020-12-30,213.10885620117188
2020-12-31,213.82028198242188
2021-01-04,209.27313232421875
2021-01-05,209.4750061035156
2021-01-06,204.04348754882807
2021-01-07,209.84996032714844
2021-01-08,211.1285095214844
2021-01-11,209.0808868408203
2021-01-12,206.6198883056641
2021-01-13,207.9753570556641
2021-01-14,204.7837371826172
2021-01-15,204.42800903320312
2021-01-19,208.07150268554688
2021-01-20,215.6660614013672
2021-01-21,216.2716827392578
2021-01-22,217.2137756347656
2021-01-25,220.6553649902344
2021-01-26,223.3471221923828
2021-01-27,223.89508056640625
2021-01-28,229.6919403076172
2021-01-29,222.9914093017578
2021-02-01,230.3840484619141
2021-02-02,230.24948120117188
2021-02-03,233.6045837402344
2021-02-04,232.65280151367188
2021-02-05,232.83551025390625
2021-02-08,233.09503173828125
2021-02-09,234.34478759765625
2021-02-10,233.4315490722656
2021-02-11,235.0369873046875
2021-02-12,235.51763916015625
2021-02-16,234.27749633789065
2021-02-17,235.298828125
2021-02-18,234.90380859375
2021-02-19,232.18658447265625
2021-02-22,225.96206665039065
2021-02-23,224.7672576904297
2021-02-24,226.0005798339844
2021-02-25,220.64328002929688
2021-02-26,223.9097442626953
2021-03-01,228.303466796875
2021-03-02,225.34539794921875
2021-03-03,219.265380859375
2021-03-04,218.46566772460935
2021-03-05,223.1581268310547
2021-03-08,219.1016082763672
2021-03-09,225.25868225097656
2021-03-10,223.9482269287109
2021-03-11,228.4865875244141
2021-03-12,227.15684509277344
2021-03-15,226.2511444091797
2021-03-16,229.0454559326172
2021-03-17,228.3998260498047
2021-03-18,222.31021118164065
2021-03-19,221.95367431640625
2021-03-22,227.3880920410156
2021-03-23,228.92015075683597
2021-03-24,226.87741088867188
2021-03-25,223.8711700439453
2021-03-26,227.8602294921875
2021-03-29,226.66546630859372
2021-03-30,223.3990173339844
2021-03-31,227.1761474609375
2021-04-01,233.51629638671875
2021-04-05,239.9913482666016
2021-04-06,238.82542419433597
2021-04-07,240.79107666015625
2021-04-08,244.0189971923828
2021-04-09,246.52420043945312
2021-04-12,246.58206176757807
2021-04-13,249.06797790527344
2021-04-14,246.273681640625
2021-04-15,250.04119873046875
2021-04-16,251.2359313964844
2021-04-19,249.3088531494141
2021-04-20,248.84640502929688
2021-04-21,251.0818023681641
2021-04-22,247.7960968017578
2021-04-23,251.63104248046875
2021-04-26,252.01646423339844
2021-04-27,252.42111206054688
2021-04-28,245.2812042236328
2021-04-29,243.3059539794922
2021-04-30,242.9879913330078
2021-05-03,242.6796417236328
2021-05-04,238.75802612304688
2021-05-05,237.4861297607422
2021-05-06,240.62730407714844
2021-05-07,243.2578125
2021-05-10,238.1702423095703
2021-05-11,237.25485229492188
2021-05-12,230.28843688964844
2021-05-13,234.1715240478516
2021-05-14,239.1048583984375
2021-05-17,236.2431488037109
2021-05-18,234.2196807861328
2021-05-19,234.7991485595703
2021-05-20,238.04415893554688
2021-05-21,236.77899169921875
2021-05-24,242.1969757080078
2021-05-25,243.1048126220703
2021-05-26,242.88265991210935
2021-05-27,240.7772674560547
2021-05-28,241.13462829589844
2021-06-01,238.93264770507807
2021-06-02,238.8361053466797
2021-06-03,237.30052185058597
2021-06-04,242.2066345214844
2021-06-07,245.12327575683597
2021-06-08,243.92572021484372
2021-06-09,244.9108428955078
2021-06-10,248.4359130859375
2021-06-11,249.0636444091797
2021-06-14,250.9952392578125
2021-06-15,249.5175628662109
2021-06-16,248.5711212158203
2021-06-17,251.9706268310547
2021-06-18,250.5508728027344
2021-06-21,253.6414031982422
2021-06-22,256.4228210449219
2021-06-23,256.1910400390625
2021-06-24,257.5624389648437
2021-06-25,255.9495849609375
2021-06-28,259.5230407714844
2021-06-29,262.1112976074219
2021-06-30,261.6283569335937
2021-07-01,262.304443359375
2021-07-02,268.1473083496094
2021-07-06,268.1570129394531
2021-07-07,270.3493347167969
2021-07-08,267.9252319335937
2021-07-09,268.42742919921875
2021-07-12,267.8287048339844
2021-07-13,271.3634338378906
2021-07-14,272.8410949707031
2021-07-15,271.41162109375
2021-07-16,271.1412353515625
2021-07-19,267.5292663574219
2021-07-20,269.7602233886719
2021-07-21,271.7689514160156
2021-07-22,276.34674072265625
2021-07-23,279.7559509277344
2021-07-26,279.1571960449219
2021-07-27,276.73309326171875
2021-07-28,276.4240417480469
2021-07-29,276.69451904296875
2021-07-30,275.1588439941406
2021-08-02,275.07196044921875
2021-08-03,277.2931823730469
2021-08-04,276.7040405273437
2021-08-05,279.6110534667969
2021-08-06,279.5531311035156
2021-08-09,278.4617919921875
2021-08-10,276.6365051269531
2021-08-11,277.1290588378906
2021-08-12,279.8912353515625
2021-08-13,282.8271789550781
2021-08-16,284.5172424316406
2021-08-17,283.0491638183594
2021-08-18,281.3172302246094
2021-08-19,287.16168212890625
2021-08-20,294.505859375
2021-08-23,294.78643798828125
2021-08-24,292.8222961425781
2021-08-25,292.2319641113281
2021-08-26,289.40655517578125
2021-08-27,290.01617431640625
2021-08-30,293.7608642578125
2021-08-31,292.10626220703125
2021-09-01,292.0578918457031
2021-09-02,291.3998718261719
2021-09-03,291.3901672363281
2021-09-07,290.461181640625
2021-09-08,290.4902648925781
2021-09-09,287.6260986328125
2021-09-10,286.1359558105469
2021-09-13,287.3745422363281
2021-09-14,290.0838623046875
2021-09-15,294.9509582519531
2021-09-16,295.3381042480469
2021-09-17,290.1612548828125
2021-09-20,284.7716369628906
2021-09-21,285.2554931640625
2021-09-22,288.9130249023437
2021-09-23,289.8612670898437
2021-09-24,289.6581115722656
2021-09-27,284.6459045410156
2021-09-28,274.3406677246094
2021-09-29,274.8051147460937
2021-09-30,272.7924499511719
2021-10-01,279.7399597167969
2021-10-04,273.9439392089844
2021-10-05,279.4110412597656
2021-10-06,283.6201477050781
2021-10-07,285.3038024902344
2021-10-08,285.3038024902344
2021-10-11,284.7038879394531
2021-10-12,283.3975830078125
2021-10-13,286.716552734375
2021-10-14,292.9480285644531
2021-10-15,294.3607788085937
2021-10-18,297.341064453125
2021-10-19,298.2505798339844
2021-10-20,297.4572448730469
2021-10-21,300.69873046875
2021-10-22,299.1505126953125
2021-10-25,298.15386962890625
2021-10-26,300.0697021484375
2021-10-27,312.7069702148437
2021-10-28,313.8487548828125
2021-10-29,320.8832702636719
2021-11-01,318.70623779296875
2021-11-02,322.344482421875
2021-11-03,323.18621826171875
2021-11-04,325.5473327636719
2021-11-05,325.1795959472656
2021-11-08,326.0794982910156
2021-11-09,325.0732116699219
2021-11-10,320.08984375
2021-11-11,321.6671142578125
2021-11-12,325.8182067871094
2021-11-15,325.18927001953125
2021-11-16,328.51788330078125
2021-11-17,328.7408447265625
2021-11-18,330.8249816894531
2021-11-19,332.6086730957031
2021-11-22,329.4291076660156
2021-11-23,327.3448791503906
2021-11-24,327.5679016113281
2021-11-26,319.5897827148437
2021-11-29,326.3270263671875
2021-11-30,320.471923828125
2021-12-01,319.9774780273437
2021-12-02,319.4056091308594
2021-12-03,313.1238708496094
2021-12-06,316.2065124511719
2021-12-07,324.66943359375
2021-12-08,324.7178649902344
2021-12-09,322.9051208496094
2021-12-10,332.05621337890625
2021-12-13,329.0122375488281
2021-12-14,318.2908020019531
2021-12-15,324.4076538085937
2021-12-16,314.9560852050781
2021-12-17,313.8897399902344
2021-12-20,310.1188049316406
2021-12-21,317.27294921875
2021-12-22,323.0020446777344
2021-12-23,324.4464416503906
2021-12-27,331.9689636230469
2021-12-28,330.8056945800781
2021-12-29,331.4842529296875
2021-12-30,328.93475341796875
2021-12-31,326.02655029296875
2022-01-03,324.504638671875
2022-01-04,318.9403076171875
2022-01-05,306.69677734375
2022-01-06,304.2732849121094
2022-01-07,304.42852783203125
2022-01-10,304.6514587402344
2022-01-11,305.33966064453125
2022-01-12,308.5289611816406
2022-01-13,295.47125244140625
2022-01-14,300.7060241699219
2022-01-18,293.3870544433594
2022-01-19,294.04620361328125
2022-01-20,292.36920166015625
2022-01-21,286.9696655273437
2022-01-24,287.2992553710937
2022-01-25,279.660400390625
2022-01-26,287.6288757324219
2022-01-27,290.6630249023437
2022-01-28,298.8254089355469
2022-01-31,301.4621276855469
2022-02-01,299.3100891113281
2022-02-02,303.8661804199219
2022-02-03,292.0299072265625
2022-02-04,296.5763244628906
2022-02-07,291.7391052246094
2022-02-08,295.23858642578125
2022-02-09,301.68505859375
2022-02-10,293.1253356933594
2022-02-11,286.00994873046875
2022-02-14,285.97119140625
2022-02-15,291.2738342285156
2022-02-16,290.93377685546875
2022-02-17,282.4146423339844
2022-02-18,279.6947021484375
2022-02-22,279.49072265625
2022-02-23,272.2537536621094
2022-02-24,286.164306640625
2022-02-25,288.8064270019531
2022-02-28,290.2441101074219
2022-03-01,286.513916015625
2022-03-02,291.60406494140625
2022-03-03,287.4562072753906
2022-03-04,281.5694580078125
2022-03-07,270.9326171875
2022-03-08,267.9602966308594
2022-03-09,280.2484130859375
2022-03-10,277.4216003417969
2022-03-11,272.0595092773437
2022-03-14,268.5333251953125
2022-03-15,278.9370422363281
2022-03-16,285.969970703125
2022-03-17,286.7762145996094
2022-03-18,291.8371887207031
2022-03-21,290.603515625
2022-03-22,295.36334228515625
2022-03-23,290.9241027832031
2022-03-24,295.4022521972656
2022-03-25,294.9941711425781
2022-03-28,301.8134765625
2022-03-29,306.3887023925781
2022-03-30,304.883056640625
2022-03-31,299.4918212890625
2022-04-01,300.570068359375
2022-04-04,305.9613342285156
2022-04-05,301.98828125
2022-04-06,290.93377685546875
2022-04-07,292.7502746582031
2022-04-08,288.4761962890625
2022-04-11,277.1011047363281
2022-04-12,273.9926452636719
2022-04-13,279.3935546875
2022-04-14,271.8263244628906
2022-04-18,272.4967041015625
2022-04-19,277.1399230957031
2022-04-20,278.1695861816406
2022-04-21,272.7783203125
2022-04-22,266.1923217773437
2022-04-25,272.6909484863281
2022-04-26,262.4913330078125
2022-04-27,275.1194152832031
2022-04-28,281.3460693359375
2022-04-29,269.5824584960937
2022-05-02,276.33367919921875
2022-05-03,273.7206420898437
2022-05-04,281.6860656738281
2022-05-05,269.4173278808594
2022-05-06,266.87225341796875
2022-05-09,257.01251220703125
2022-05-10,261.7918395996094
2022-05-11,253.0978546142578
2022-05-12,248.0465850830078
2022-05-13,253.65159606933597
2022-05-16,254.0207061767578
2022-05-17,259.1885070800781
2022-05-18,247.38772583007807
2022-05-19,246.47251892089844
2022-05-20,245.90777587890625
2022-05-23,253.7846527099609
2022-05-24,252.7817840576172
2022-05-25,255.60540771484372
2022-05-26,258.8963928222656
2022-05-27,266.04302978515625
2022-05-31,264.70916748046875
2022-06-01,265.24468994140625
2022-06-02,267.3477783203125
2022-06-03,262.90789794921875
2022-06-06,261.6713256835937
2022-06-07,265.32257080078125
2022-06-08,263.2876281738281
2022-06-09,257.8157043457031
2022-06-10,246.3264312744141
2022-06-13,235.8790435791016
2022-06-14,238.05035400390625
2022-06-15,245.1288299560547
2022-06-16,238.5176696777344
2022-06-17,241.12710571289065
2022-06-21,247.0566864013672
2022-06-22,246.46275329589844
2022-06-23,252.04183959960935
2022-06-24,260.6490173339844
2022-06-27,257.9130554199219
2022-06-28,249.72454833984372
2022-06-29,253.40496826171875
2022-06-30,250.06529235839844
2022-07-01,252.74285888671875
2022-07-05,255.9267425537109
2022-07-06,259.1982421875
2022-07-07,261.33056640625
2022-07-08,260.61004638671875
2022-07-11,257.5429992675781
2022-07-12,246.98851013183597
2022-07-13,246.0635681152344
2022-07-14,247.38772583007807
2022-07-15,249.9581756591797
2022-07-18,247.55323791503903
2022-07-19,252.69419860839844
2022-07-20,255.36204528808597
2022-07-21,257.8643798828125
2022-07-22,253.50233459472656
2022-07-25,252.01254272460935
2022-07-26,245.2651214599609
2022-07-27,261.6615905761719
2022-07-28,269.12957763671875
2022-07-29,273.3454895019531
2022-08-01,270.6874694824219
2022-08-02,267.5814819335937
2022-08-03,275.0299072265625
2022-08-04,276.17889404296875
2022-08-05,275.4584045410156
2022-08-08,272.9366149902344
2022-08-09,274.8644104003906
2022-08-10,281.5437927246094
2022-08-11,279.4601135253906
2022-08-12,284.2213134765625
2022-08-15,285.740234375
2022-08-16,285.000244140625
2022-08-17,284.2489624023437
2022-08-18,283.1268310546875
2022-08-19,279.2044677734375
2022-08-22,271.00830078125
2022-08-23,269.7301330566406
2022-08-24,269.0958557128906
2022-08-25,272.0816345214844
2022-08-26,261.582763671875
2022-08-29,258.7922058105469
2022-08-30,256.5870666503906
2022-08-31,255.1234588623047
2022-09-01,254.07943725585935
2022-09-02,249.84475708007807
2022-09-06,247.10299682617188
2022-09-07,251.8255157470703
2022-09-08,252.2450408935547
2022-09-09,258.0408630371094
2022-09-12,260.177734375
2022-09-13,245.8735809326172
2022-09-14,246.09800720214844
2022-09-15,239.42401123046875
2022-09-16,238.7995758056641
2022-09-19,238.5848693847656
