Date,AAPL
2019-11-05,61.9144172668457
2019-11-06,61.94092178344727
2019-11-07,62.6557846069336
2019-11-08,62.8272819519043
2019-11-11,63.32478332519531
2019-11-12,63.266822814941406
2019-11-13,63.87301635742188
2019-11-14,63.43106842041016
2019-11-15,64.18456268310547
2019-11-18,64.5082015991211
2019-11-19,64.31256866455078
2019-11-20,63.56387710571289
2019-11-21,63.278900146484375
2019-11-22,63.22335052490234
2019-11-25,64.3318862915039
2019-11-26,63.82954025268555
2019-11-27,64.68689727783203
2019-11-29,64.54441833496094
2019-12-02,63.79814529418945
2019-12-03,62.660621643066406
2019-12-04,63.21367645263672
2019-12-05,64.14110565185547
2019-12-06,65.38006591796875
2019-12-09,64.46475219726562
2019-12-10,64.84148406982422
2019-12-11,65.3945541381836
2019-12-12,65.56117248535156
2019-12-13,66.45236206054688
2019-12-16,67.58988189697266
2019-12-17,67.72274017333984
2019-12-18,67.56092071533203
2019-12-19,67.62852478027344
2019-12-20,67.48845672607422
2019-12-23,68.58977508544922
2019-12-24,68.65497589111328
2019-12-26,70.0171127319336
2019-12-27,69.99053955078125
2019-12-30,70.40593719482422
2019-12-31,70.92035675048828
2020-01-02,72.53852081298828
2020-01-03,71.83329010009766
2020-01-06,72.40568542480469
2020-01-07,72.06513214111328
2020-01-08,73.22440338134766
2020-01-09,74.77976989746094
2020-01-10,74.94881439208984
2020-01-13,76.55006408691406
2020-01-14,75.5163803100586
2020-01-15,75.19274139404297
2020-01-16,76.13465118408203
2020-01-17,76.9775161743164
2020-01-21,76.45584869384766
2020-01-22,76.72875213623047
2020-01-23,77.09829711914062
2020-01-24,76.8760986328125
2020-01-27,74.61552429199219
2020-01-28,76.72634887695312
2020-01-29,78.33244323730469
2020-01-30,78.21891021728516
2020-01-31,74.75077056884766
2020-02-03,74.54547119140625
2020-02-04,77.00650787353516
2020-02-05,77.63442993164062
2020-02-06,78.54253387451172
2020-02-07,77.47492218017578
2020-02-10,77.84288787841797
2020-02-11,77.37325286865234
2020-02-12,79.210693359375
2020-02-13,78.6466293334961
2020-02-14,78.66598510742188
2020-02-18,77.22557830810547
2020-02-19,78.343994140625
2020-02-20,77.54027557373047
2020-02-21,75.7851333618164
2020-02-24,72.18531799316406
2020-02-25,69.74026489257812
2020-02-26,70.84659576416016
2020-02-27,66.21549224853516
2020-02-28,66.1767578125
2020-03-02,72.33783721923828
2020-03-03,70.04045867919922
2020-03-04,73.28926086425781
2020-03-05,70.91197204589844
2020-03-06,69.97026062011719
2020-03-09,64.4361572265625
2020-03-10,69.07697296142578
2020-03-11,66.67787170410156
2020-03-12,60.09312438964844
2020-03-13,67.29275512695312
2020-03-16,58.63575744628906
2020-03-17,61.213985443115234
2020-03-18,59.71546936035156
2020-03-19,59.25791549682617
2020-03-20,55.49590301513672
2020-03-23,54.31693649291992
2020-03-24,59.76630401611328
2020-03-25,59.43706130981445
2020-03-26,62.5648307800293
2020-03-27,59.97450256347656
2020-03-30,61.68605041503906
2020-03-31,61.56016159057617
2020-04-01,58.32106018066406
2020-04-02,59.29423141479492
2020-04-03,58.44210052490234
2020-04-06,63.540435791015625
2020-04-07,62.80448532104492
2020-04-08,64.41194152832031
2020-04-09,64.87673950195312
2020-04-13,66.1501235961914
2020-04-14,69.49093627929688
2020-04-15,68.85664367675781
2020-04-16,69.40377044677734
2020-04-17,68.46204376220703
2020-04-20,67.04103088378906
2020-04-21,64.96875762939453
2020-04-22,66.84007263183594
2020-04-23,66.58103942871094
2020-04-24,68.50320434570312
2020-04-27,68.5516357421875
2020-04-28,67.44046783447266
2020-04-29,69.65552520751953
2020-04-30,71.12500762939453
2020-05-01,69.97993469238281
2020-05-04,70.9700698852539
2020-05-05,72.03522491455078
2020-05-06,72.7784423828125
2020-05-07,73.53135681152344
2020-05-08,75.2815170288086
2020-05-11,76.46607971191406
2020-05-12,75.59222412109375
2020-05-13,74.67950439453125
2020-05-14,75.1383056640625
2020-05-15,74.69407653808594
2020-05-18,76.45394897460938
2020-05-19,76.01215362548828
2020-05-20,77.49046325683594
2020-05-21,76.91272735595703
2020-05-22,77.4079360961914
2020-05-26,76.88359069824219
2020-05-27,77.21858215332031
2020-05-28,77.25257873535156
2020-05-29,77.17732238769531
2020-06-01,78.1264419555664
2020-06-02,78.48811340332031
2020-06-03,78.92019653320312
2020-06-04,78.24053955078125
2020-06-05,80.4688949584961
2020-06-08,80.94467163085938
2020-06-09,83.50074005126953
2020-06-10,85.6490249633789
2020-06-11,81.53695678710938
2020-06-12,82.24091339111328
2020-06-15,83.25802612304688
2020-06-16,85.46453857421875
2020-06-17,85.34559631347656
2020-06-18,85.37957000732422
2020-06-19,84.89164733886719
2020-06-22,87.11273193359375
2020-06-23,88.97213745117188
2020-06-24,87.40158081054688
2020-06-25,88.56192016601562
2020-06-26,85.84075927734375
2020-06-29,87.81912231445312
2020-06-30,88.55219268798828
2020-07-01,88.38470458984375
2020-07-02,88.38470458984375
2020-07-06,90.74898529052734
2020-07-07,90.46744537353516
2020-07-08,92.5744171142578
2020-07-09,92.9725112915039
2020-07-10,93.13516235351562
2020-07-13,92.70551300048828
2020-07-14,94.2396469116211
2020-07-15,94.88778686523438
2020-07-16,93.7201690673828
2020-07-17,93.53083038330078
2020-07-20,95.50189971923828
2020-07-21,94.1837921142578
2020-07-22,94.44841766357422
2020-07-23,90.14945220947266
2020-07-24,89.92610168457031
2020-07-27,92.0573959350586
2020-07-28,90.54512786865234
2020-07-29,92.28072357177734
2020-07-30,93.39734649658205
2020-07-31,103.17496490478516
2020-08-03,105.77471160888672
2020-08-04,106.48111724853516
2020-08-05,106.86705780029295
2020-08-06,110.59556579589844
2020-08-07,108.08110809326172
2020-08-10,109.6520538330078
2020-08-11,106.39100646972656
2020-08-12,109.92682647705078
2020-08-13,111.87227630615234
2020-08-14,111.7725830078125
2020-08-17,111.48077392578124
2020-08-18,112.4096908569336
2020-08-19,112.55074310302734
2020-08-20,115.04820251464844
2020-08-21,120.9769058227539
2020-08-24,122.423828125
2020-08-25,121.41950225830078
2020-08-26,123.0707015991211
2020-08-27,121.59945678710938
2020-08-28,121.40247344970705
2020-08-31,125.51949310302734
2020-09-01,130.51927185058594
2020-09-02,127.81513214111328
2020-09-03,117.5821304321289
2020-09-04,117.65994262695312
2020-09-08,109.74201202392578
2020-09-09,114.11924743652344
2020-09-10,110.39373016357422
2020-09-11,108.94440460205078
2020-09-14,112.21272277832033
2020-09-15,112.38780975341795
2020-09-16,109.07085418701172
2020-09-17,107.32968139648438
2020-09-18,103.9251708984375
2020-09-21,107.07677459716795
2020-09-22,108.75958251953124
2020-09-23,104.1975326538086
2020-09-24,105.2675323486328
2020-09-25,109.21674346923828
2020-09-28,111.82364654541016
2020-09-29,110.97737121582033
2020-09-30,112.65042877197266
2020-10-01,113.60369873046876
2020-10-02,109.93655395507812
2020-10-05,113.3216323852539
2020-10-06,110.07276153564452
2020-10-07,111.94037628173828
2020-10-08,111.83335876464844
2020-10-09,113.7787857055664
2020-10-12,121.006103515625
2020-10-13,117.7961196899414
2020-10-14,117.88367462158205
2020-10-15,117.416748046875
2020-10-16,115.77285766601562
2020-10-19,112.81581115722656
2020-10-20,114.30406188964844
2020-10-21,113.6815414428711
2020-10-22,112.59209442138672
2020-10-23,111.90145111083984
2020-10-26,111.91117095947266
2020-10-27,113.41888427734376
2020-10-28,108.1662139892578
2020-10-29,112.1738052368164
2020-10-30,105.89007568359376
2020-11-02,105.80250549316406
2020-11-03,107.42694854736328
2020-11-04,111.81390380859376
2020-11-05,115.7825927734375
2020-11-06,115.65105438232422
2020-11-09,113.34172058105467
2020-11-10,113.0007095336914
2020-11-11,116.43057250976562
2020-11-12,116.1577377319336
2020-11-13,116.20645904541016
2020-11-16,117.2198257446289
2020-11-17,116.33313751220705
2020-11-18,115.0079574584961
2020-11-19,115.60235595703124
2020-11-20,114.33561706542967
2020-11-23,110.93498992919922
2020-11-24,112.22119140625
2020-11-25,113.05916595458984
2020-11-27,113.60482025146484
2020-11-30,116.00184631347656
2020-12-01,119.57787322998048
2020-12-02,119.92864990234376
2020-12-03,119.7922592163086
2020-12-04,119.11992645263672
2020-12-07,120.58148956298828
2020-12-08,121.1953582763672
2020-12-09,118.66192626953124
2020-12-10,120.08456420898438
2020-12-11,119.27581787109376
2020-12-14,118.66192626953124
2020-12-15,124.60575103759766
2020-12-16,124.53755950927734
2020-12-17,125.40475463867188
2020-12-18,123.41699981689452
2020-12-21,124.94676971435548
2020-12-22,128.50331115722656
2020-12-23,127.60689544677734
2020-12-24,128.59104919433594
2020-12-28,133.19017028808594
2020-12-29,131.4167938232422
2020-12-30,130.29623413085938
2020-12-31,129.2926025390625
2021-01-04,126.09658813476562
2021-01-05,127.65560913085938
2021-01-06,123.35852813720705
2021-01-07,127.56792449951172
2021-01-08,128.66900634765625
2021-01-11,125.6775894165039
2021-01-12,125.50221252441406
2021-01-13,127.53868865966795
2021-01-14,125.60940551757812
2021-01-15,123.88468933105467
2021-01-19,124.55703735351562
2021-01-20,128.64952087402344
2021-01-21,133.3656005859375
2021-01-22,135.50926208496094
2021-01-25,139.26063537597656
2021-01-26,139.49449157714844
2021-01-27,138.42271423339844
2021-01-28,133.57992553710938
2021-01-29,128.581298828125
2021-02-01,130.7055206298828
2021-02-02,131.53372192382812
2021-02-03,130.51058959960938
2021-02-04,133.87225341796875
2021-02-05,133.45753479003906
2021-02-08,133.6039276123047
2021-02-09,132.72561645507812
2021-02-10,132.12059020996094
2021-02-11,131.86688232421875
2021-02-12,132.10107421875
2021-02-16,129.9737091064453
2021-02-17,127.68048095703124
2021-02-18,126.5777816772461
2021-02-19,126.7339096069336
2021-02-22,122.95736694335938
2021-02-23,122.82072448730467
2021-02-24,122.32305145263672
2021-02-25,118.06835174560548
2021-02-26,118.33181762695312
2021-03-01,124.70411682128906
2021-03-02,122.09859466552734
2021-03-03,119.11248779296876
2021-03-04,117.22911071777344
2021-03-05,118.4879379272461
2021-03-08,113.55013275146484
2021-03-09,118.1659164428711
2021-03-10,117.0827178955078
2021-03-11,119.01490783691406
2021-03-12,118.10736846923828
2021-03-15,120.99590301513672
2021-03-16,122.5377426147461
2021-03-17,121.74730682373048
2021-03-18,117.61943817138672
2021-03-19,117.09247589111328
2021-03-22,120.41039276123048
2021-03-23,119.58091735839844
2021-03-24,117.19004821777344
2021-03-25,117.67798614501952
2021-03-26,118.28302764892578
2021-03-29,118.45867919921876
2021-03-30,117.00464630126952
2021-03-31,119.20030975341795
2021-04-01,120.02981567382812
2021-04-05,122.85977172851562
2021-04-06,123.16228485107422
2021-04-07,124.8114776611328
2021-04-08,127.21208953857422
2021-04-09,129.78836059570312
2021-04-12,128.07081604003906
2021-04-13,131.18377685546875
2021-04-14,128.84176635742188
2021-04-15,131.2521209716797
2021-04-16,130.92031860351562
2021-04-19,131.58384704589844
2021-04-20,129.89569091796875
2021-04-21,130.2762451171875
2021-04-22,128.75390625
2021-04-23,131.0764617919922
2021-04-26,131.46681213378906
2021-04-27,131.14476013183594
2021-04-28,130.35430908203125
2021-04-29,130.25669860839844
2021-04-30,128.28550720214844
2021-05-03,129.33944702148438
2021-05-04,124.76268005371094
2021-05-05,125.00666046142578
2021-05-06,126.60704040527344
2021-05-07,127.28153228759766
2021-05-10,123.9970932006836
2021-05-11,123.07821655273438
2021-05-12,120.00885009765624
2021-05-13,122.1593780517578
2021-05-14,124.58360290527344
2021-05-17,123.43012237548828
2021-05-18,122.04205322265624
2021-05-19,121.88566589355467
2021-05-20,124.44674682617188
2021-05-21,122.60902404785156
2021-05-24,124.24146270751952
2021-05-25,124.04598236083984
2021-05-26,123.9970932006836
2021-05-27,122.46240234375
2021-05-28,121.80748748779295
2021-06-01,121.4848861694336
2021-06-02,122.2473373413086
2021-06-03,120.7615203857422
2021-06-04,123.05867004394533
2021-06-07,123.0684585571289
2021-06-08,123.8895492553711
2021-06-09,124.27079010009766
2021-06-10,123.27373504638672
2021-06-11,124.48583984375
2021-06-14,127.54546356201172
2021-06-15,126.72432708740234
2021-06-16,127.22286224365234
2021-06-17,128.8259735107422
2021-06-18,127.52587890625
2021-06-21,129.32447814941406
2021-06-22,130.9667205810547
2021-06-23,130.69305419921875
2021-06-24,130.40956115722656
2021-06-25,130.11630249023438
2021-06-28,131.74871826171875
2021-06-29,133.26390075683594
2021-06-30,133.8796844482422
2021-07-01,134.1827392578125
2021-07-02,136.81224060058594
2021-07-06,138.82594299316406
2021-07-07,141.318603515625
2021-07-08,140.01852416992188
2021-07-09,141.846435546875
2021-07-12,141.25013732910156
2021-07-13,142.36451721191406
2021-07-14,145.79554748535156
2021-07-15,145.14060974121094
2021-07-16,143.0976104736328
2021-07-19,139.24624633789062
2021-07-20,142.8629913330078
2021-07-21,142.12991333007812
2021-07-22,143.4984130859375
2021-07-23,145.21881103515625
2021-07-26,145.63912963867188
2021-07-27,143.46910095214844
2021-07-28,141.71934509277344
2021-07-29,142.36451721191406
2021-07-30,142.57955932617188
2021-08-02,142.2471923828125
2021-08-03,144.04579162597656
2021-08-04,143.64505004882812
2021-08-05,143.7525634765625
2021-08-06,143.06729125976562
2021-08-09,143.01834106445312
2021-08-10,142.5386505126953
2021-08-11,142.79315185546875
2021-08-12,145.7594757080078
2021-08-13,145.96502685546875
2021-08-16,147.9425506591797
2021-08-17,147.03213500976562
2021-08-18,143.28265380859375
2021-08-19,143.61549377441406
2021-08-20,145.0741729736328
2021-08-23,146.56222534179688
2021-08-24,146.47410583496094
2021-08-25,145.24058532714844
2021-08-26,144.4378204345703
2021-08-27,145.4755401611328
2021-08-30,149.90049743652344
2021-08-31,148.63763427734375
2021-09-01,149.3033447265625
2021-09-02,150.4193572998047
2021-09-03,151.0557098388672
2021-09-07,153.39544677734375
2021-09-08,151.8486785888672
2021-09-09,150.8305206298828
2021-09-10,145.83778381347656
2021-09-13,146.4055938720703
2021-09-14,145.00564575195312
2021-09-15,145.89649963378906
2021-09-16,145.6615447998047
2021-09-17,142.9889678955078
2021-09-20,139.9345703125
2021-09-21,140.41429138183594
2021-09-22,142.7833709716797
2021-09-23,143.74276733398438
2021-09-24,143.83090209960938
2021-09-27,142.31346130371094
2021-09-28,138.92623901367188
2021-09-29,139.82688903808594
2021-09-30,138.5248565673828
2021-10-01,139.65066528320312
2021-10-04,136.21444702148438
2021-10-05,138.14305114746094
2021-10-06,139.0143280029297
2021-10-07,140.27720642089844
2021-10-08,139.89541625976562
2021-10-11,139.8072967529297
2021-10-12,138.5346221923828
2021-10-13,137.94725036621094
2021-10-14,140.73733520507812
2021-10-15,141.7946014404297
2021-10-18,143.46864318847656
2021-10-19,145.63221740722656
2021-10-20,146.12167358398438
2021-10-21,146.33706665039062
2021-10-22,145.56369018554688
2021-10-25,145.51470947265625
2021-10-26,146.18045043945312
2021-10-27,145.72032165527344
2021-10-28,149.36209106445312
2021-10-29,146.6503448486328
2021-11-01,145.82798767089844
2021-11-02,146.86569213867188
2021-11-03,148.30479431152344
2021-11-04,147.7859344482422
2021-11-05,148.31536865234375
2021-11-08,147.49179077148438
2021-11-09,147.8545379638672
2021-11-10,145.02117919921875
2021-11-11,144.97215270996094
2021-11-12,147.05062866210938
2021-11-15,147.0604705810547
2021-11-16,148.04083251953125
2021-11-17,150.48204040527344
2021-11-18,154.7761993408203
2021-11-19,157.4036865234375
2021-11-22,157.86451721191406
2021-11-23,158.24684143066406
2021-11-24,158.7664337158203
2021-11-26,153.73695373535156
2021-11-29,157.09976196289062
2021-11-30,162.06060791015625
2021-12-01,161.5409698486328
2021-12-02,160.55079650878906
2021-12-03,158.6683807373047
2021-12-06,162.08023071289062
2021-12-07,167.8253631591797
2021-12-08,171.64892578125
2021-12-09,171.13909912109375
2021-12-10,175.9333038330078
2021-12-13,172.29600524902344
2021-12-14,170.9136199951172
2021-12-15,175.78623962402344
2021-12-16,168.88421630859375
2021-12-17,167.78616333007812
2021-12-20,166.4233856201172
2021-12-21,169.5998992919922
2021-12-22,172.19796752929688
2021-12-23,172.825439453125
2021-12-27,176.79605102539062
2021-12-28,175.77642822265625
2021-12-29,175.86468505859375
2021-12-30,174.70779418945312
2021-12-31,174.0901641845703
2022-01-03,178.4431610107422
2022-01-04,176.1784210205078
2022-01-05,171.49205017089844
2022-01-06,168.62930297851562
2022-01-07,168.79598999023438
2022-01-10,168.81558227539062
2022-01-11,171.64892578125
2022-01-12,172.0901336669922
2022-01-13,168.81558227539062
2022-01-14,169.67832946777344
2022-01-18,166.47239685058594
2022-01-19,162.97239685058594
2022-01-20,161.28607177734375
2022-01-21,159.2272491455078
2022-01-24,158.4526824951172
2022-01-25,156.64877319335938
2022-01-26,156.560546875
2022-01-27,156.09976196289062
2022-01-28,166.99205017089844
2022-01-31,171.3547821044922
2022-02-01,171.1881561279297
2022-02-02,172.39404296875
2022-02-03,169.5116424560547
2022-02-04,169.22698974609375
2022-02-07,168.51039123535156
2022-02-08,171.6222381591797
2022-02-09,173.04562377929688
2022-02-10,168.96194458007812
2022-02-11,165.5457763671875
2022-02-14,165.7813720703125
2022-02-15,169.61965942382812
2022-02-16,169.38406372070312
2022-02-17,165.7813720703125
2022-02-18,164.23036193847656
2022-02-22,161.30506896972656
2022-02-23,157.13307189941406
2022-02-24,159.75404357910156
2022-02-25,161.82533264160156
2022-02-28,162.09039306640625
2022-03-01,160.2056121826172
2022-03-02,163.5039520263672
2022-03-03,163.18002319335938
2022-03-04,160.17613220214844
2022-03-07,156.3771514892578
2022-03-08,154.55126953125
2022-03-09,159.96018981933594
2022-03-10,155.61148071289062
2022-03-11,151.89100646972656
2022-03-14,147.85643005371094
2022-03-15,152.24440002441406
2022-03-16,156.66183471679688
2022-03-17,157.67294311523438
2022-03-18,160.97129821777344
2022-03-21,162.34559631347656
2022-03-22,165.72247314453125
2022-03-23,167.0869903564453
2022-03-24,170.87620544433594
2022-03-25,171.51422119140625
2022-03-28,172.37808227539062
2022-03-29,175.6764678955078
2022-03-30,174.50830078125
2022-03-31,171.40626525878906
2022-04-01,171.11175537109375
2022-04-04,175.16595458984375
2022-04-05,171.84799194335938
2022-04-06,168.67727661132812
2022-04-07,168.9815673828125
2022-04-08,166.96922302246094
2022-04-11,162.70883178710938
2022-04-12,164.5837860107422
2022-04-13,167.27349853515625
2022-04-14,162.2572784423828
2022-04-18,162.0413055419922
2022-04-19,164.32855224609375
2022-04-20,164.16165161132812
2022-04-21,163.3665313720703
2022-04-22,158.8214569091797
2022-04-25,159.89146423339844
2022-04-26,153.92303466796875
2022-04-27,153.69725036621094
2022-04-28,160.6375274658203
2022-04-29,154.75743103027344
2022-05-02,155.06175231933594
2022-05-03,156.5538787841797
2022-05-04,162.97389221191406
2022-05-05,153.89356994628906
2022-05-06,154.62106323242188
2022-05-09,149.4893341064453
2022-05-10,151.89794921875
2022-05-11,144.0233154296875
2022-05-12,140.1499481201172
2022-05-13,144.6230010986328
2022-05-16,143.07952880859375
2022-05-17,146.71697998046875
2022-05-18,138.43936157226562
2022-05-19,135.02801513671875
2022-05-20,135.26394653320312
2022-05-23,140.69064331054688
2022-05-24,137.9871063232422
2022-05-25,138.14439392089844
2022-05-26,141.34927368164062
2022-05-27,147.1102294921875
2022-05-31,146.32374572753906
2022-06-01,146.1959686279297
2022-06-02,148.6537322998047
2022-06-03,142.9222412109375
2022-06-06,143.66943359375
2022-06-07,146.1959686279297
2022-06-08,145.4586181640625
2022-06-09,140.2285614013672
2022-06-10,134.8117218017578
2022-06-13,129.65045166015625
2022-06-14,130.51560974121094
2022-06-15,133.14044189453125
2022-06-16,127.8612289428711
2022-06-17,129.3358612060547
2022-06-21,133.572998046875
2022-06-22,133.06182861328125
2022-06-23,135.9324493408203
2022-06-24,139.26513671875
2022-06-27,139.26513671875
2022-06-28,135.1165008544922
2022-06-29,136.87619018554688
2022-06-30,134.4086456298828
2022-07-01,136.58126831054688
2022-07-05,139.1668243408203
2022-07-06,140.5038299560547
2022-07-07,143.8758544921875
2022-07-08,144.55413818359375
2022-07-11,142.42086791992188
2022-07-12,143.39413452148438
2022-07-13,143.0303955078125
2022-07-14,145.9600067138672
2022-07-15,147.63125610351562
2022-07-18,144.58367919921875
2022-07-19,148.44725036621094
2022-07-20,150.4527587890625
2022-07-21,152.72372436523438
2022-07-22,151.48501586914062
2022-07-25,150.3643035888672
2022-07-26,149.037109375
2022-07-27,154.13938903808594
2022-07-28,154.68988037109375
2022-07-29,159.76266479492188
2022-08-01,158.77955627441406
2022-08-02,157.30491638183594
2022-08-03,163.32147216796875
2022-08-04,163.0068817138672
2022-08-05,162.78041076660156
2022-08-08,162.3079071044922
2022-08-09,162.3571319580078
2022-08-10,166.61001586914062
2022-08-11,165.87164306640625
2022-08-12,169.42555236816406
2022-08-15,170.4986114501953
2022-08-16,170.3411102294922
2022-08-17,171.83749389648438
2022-08-18,171.44369506835938
2022-08-19,168.85458374023438
2022-08-22,164.96597290039062
2022-08-23,164.6312255859375
2022-08-24,164.9265594482422
2022-08-25,167.38771057128906
2022-08-26,161.07733154296875
2022-08-29,158.87213134765625
2022-08-30,156.4405059814453
2022-08-31,154.7767791748047
2022-09-01,155.5053253173828
2022-09-02,153.38870239257812
2022-09-06,152.12855529785156
2022-09-07,153.53634643554688
2022-09-08,152.05966186523438
2022-09-09,154.9244384765625
2022-09-12,160.8902587890625
2022-09-13,151.44931030273438
2022-09-14,152.89646911621094
2022-09-15,150.00218200683594
