Date,TLT
2020-04-24,147.28363037109375
2020-04-27,144.54214477539062
2020-04-28,146.20606994628906
2020-04-29,145.4473876953125
2020-04-30,143.74903869628906
2020-05-01,144.97991943359375
2020-05-04,144.29803466796875
2020-05-05,143.37435913085938
2020-05-06,141.0608367919922
2020-05-07,143.41749572753906
2020-05-08,141.55288696289062
2020-05-11,140.447998046875
2020-05-12,141.8895721435547
2020-05-13,142.8822479248047
2020-05-14,144.28076171875
2020-05-15,143.90957641601562
2020-05-18,140.75013732910156
2020-05-19,141.27664184570312
2020-05-20,141.69970703125
2020-05-21,142.05357360839844
2020-05-22,142.90821838378906
2020-05-26,140.99183654785156
2020-05-27,140.73280334472656
2020-05-28,140.21490478515625
2020-05-29,141.21627807617188
2020-06-01,140.2654571533203
2020-06-02,139.75555419921875
2020-06-03,137.8971710205078
2020-06-04,135.90057373046875
2020-06-05,134.9324493408203
2020-06-08,135.45111083984375
2020-06-09,136.9896697998047
2020-06-10,139.02081298828125
2020-06-11,141.6484375
2020-06-12,140.2827911376953
2020-06-15,140.36061096191406
2020-06-16,138.20828247070312
2020-06-17,138.77882385253906
2020-06-18,140.24819946289062
2020-06-19,140.36061096191406
2020-06-22,140.3778533935547
2020-06-23,139.41844177246094
2020-06-24,140.91372680664062
2020-06-25,141.3199920654297
2020-06-26,142.83262634277344
2020-06-29,142.38308715820312
2020-06-30,141.691650390625
2020-07-01,141.41644287109375
2020-07-02,141.5636749267578
2020-07-06,140.98377990722656
2020-07-07,142.96554565429688
2020-07-08,142.3943328857422
2020-07-09,144.66159057617188
2020-07-10,143.93466186523438
2020-07-13,144.4105682373047
2020-07-14,144.6182403564453
2020-07-15,143.9432830810547
2020-07-16,144.62698364257812
2020-07-17,144.32406616210938
2020-07-20,144.6788330078125
2020-07-21,144.76535034179688
2020-07-22,145.1980438232422
2020-07-23,146.8942108154297
2020-07-24,146.88555908203125
2020-07-27,146.3404083251953
2020-07-28,147.35279846191406
2020-07-29,147.10183715820312
2020-07-30,148.071044921875
2020-07-31,147.97586059570312
2020-08-03,147.2307891845703
2020-08-04,148.63426208496094
2020-08-05,147.33482360839844
2020-08-06,148.1578369140625
2020-08-07,147.17018127441406
2020-08-10,146.5117645263672
2020-08-11,144.77049255371094
2020-08-12,143.45372009277344
2020-08-13,141.9202880859375
2020-08-14,141.36590576171875
2020-08-17,141.72103881835938
2020-08-18,142.73464965820312
2020-08-19,141.84231567382812
2020-08-20,143.12449645996094
2020-08-21,143.98216247558594
2020-08-24,143.7482147216797
2020-08-25,142.64801025390625
2020-08-26,142.10223388671875
2020-08-27,139.68524169921875
2020-08-28,139.58128356933594
2020-08-31,140.50819396972656
2020-09-01,142.1152801513672
2020-09-02,143.46829223632812
2020-09-03,143.8759765625
2020-09-04,141.1439208984375
2020-09-08,142.01126098632812
2020-09-09,141.62960815429688
2020-09-10,142.3494415283203
2020-09-11,142.65301513671875
2020-09-14,142.64431762695312
2020-09-15,142.29742431640625
2020-09-16,141.87246704101562
2020-09-17,142.3061065673828
2020-09-18,141.86378479003906
2020-09-21,142.58367919921875
2020-09-22,142.47096252441406
2020-09-23,142.6616668701172
2020-09-24,143.20814514160156
2020-09-25,143.20814514160156
2020-09-28,142.80047607421875
2020-09-29,142.9652862548828
2020-09-30,141.5950164794922
2020-10-01,141.82843017578125
2020-10-02,141.29884338378906
2020-10-05,138.53797912597656
2020-10-06,139.28465270996094
2020-10-07,138.26885986328125
2020-10-08,139.0154571533203
2020-10-09,138.98947143554688
2020-10-12,139.4322967529297
2020-10-13,140.43064880371094
2020-10-14,140.75192260742188
2020-10-15,140.50877380371094
2020-10-16,140.11807250976562
2020-10-19,139.58851623535156
2020-10-20,138.26019287109375
2020-10-21,137.78269958496094
2020-10-22,136.3501434326172
2020-10-23,137.18359375
2020-10-26,138.4598388671875
2020-10-27,139.38885498046875
2020-10-28,139.51905822753906
2020-10-29,138.16464233398438
2020-10-30,136.8016357421875
2020-11-02,137.8263702392578
2020-11-03,137.02667236328125
2020-11-04,139.99911499023438
2020-11-05,140.2425079345703
2020-11-06,138.5476531982422
2020-11-09,135.6361083984375
2020-11-10,134.8539276123047
2020-11-11,135.34059143066406
2020-11-12,137.64376831054688
2020-11-13,137.4613037109375
2020-11-16,137.13104248046875
2020-11-17,138.0261993408203
2020-11-18,138.4260711669922
2020-11-19,139.13870239257812
2020-11-20,140.37283325195312
2020-11-23,139.72972106933594
2020-11-24,138.33914184570312
2020-11-25,137.91319274902344
2020-11-27,139.25167846679688
2020-11-30,139.0778350830078
2020-12-01,137.02719116210938
2020-12-02,135.93975830078125
2020-12-03,137.03594970703125
2020-12-04,135.02626037597656
2020-12-07,136.2442169189453
2020-12-08,136.8880157470703
2020-12-09,136.43563842773438
2020-12-10,137.64501953125
2020-12-11,138.1322021484375
2020-12-14,137.7493896484375
2020-12-15,137.28823852539062
2020-12-16,136.9228515625
2020-12-17,136.56053161621094
2020-12-18,136.15121459960938
2020-12-21,136.691162109375
2020-12-22,137.39657592773438
2020-12-23,136.44732666015625
2020-12-24,136.98728942871094
2020-12-28,137.04824829101562
2020-12-29,136.87405395507812
2020-12-30,137.170166015625
2020-12-31,137.37051391601562
2021-01-04,137.2050323486328
2021-01-05,136.18600463867188
2021-01-06,133.3903350830078
2021-01-07,132.214599609375
2021-01-08,131.78790283203125
2021-01-11,131.57017517089844
2021-01-12,131.46563720703125
2021-01-13,132.9461669921875
2021-01-14,131.70079040527344
2021-01-15,132.22329711914062
2021-01-19,132.6500701904297
2021-01-20,132.78073120117188
2021-01-21,131.8488311767578
2021-01-22,132.27561950683594
2021-01-25,133.8345489501953
2021-01-26,133.58197021484375
2021-01-27,133.92161560058594
2021-01-28,133.18136596679688
2021-01-29,132.38002014160156
2021-02-01,132.53353881835938
2021-02-02,131.6790313720703
2021-02-03,130.51071166992188
2021-02-04,130.161865234375
2021-02-05,129.0719757080078
2021-02-08,129.63873291015625
2021-02-09,129.7346649169922
2021-02-10,130.59786987304688
2021-02-11,129.88291931152344
2021-02-12,128.2698211669922
2021-02-16,126.31671905517578
2021-02-17,127.1188735961914
2021-02-18,126.60450744628906
2021-02-19,124.92160034179688
2021-02-22,123.9711685180664
2021-02-23,123.6137466430664
2021-02-24,122.80281829833984
2021-02-25,120.7973861694336
2021-02-26,124.7908706665039
2021-03-01,123.1426773071289
2021-03-02,123.15135955810548
2021-03-03,121.81568908691406
2021-03-04,121.030029296875
2021-03-05,121.26569366455078
2021-03-08,120.32291412353516
2021-03-09,121.99031829833984
2021-03-10,122.23474884033205
2021-03-11,121.35299682617188
2021-03-12,118.77772521972656
2021-03-15,119.47615051269533
2021-03-16,118.99600219726562
2021-03-17,118.10549926757812
2021-03-18,116.9095687866211
2021-03-19,117.6341323852539
2021-03-22,118.95228576660156
2021-03-23,120.02610778808594
2021-03-24,120.67208099365234
2021-03-25,119.72057342529295
2021-03-26,119.3014678955078
2021-03-29,118.28889465332033
2021-03-30,118.90865325927734
2021-03-31,118.24524688720705
2021-04-01,120.20772552490234
2021-04-05,119.68326568603516
2021-04-06,120.4962387084961
2021-04-07,119.65699768066406
2021-04-08,120.64482879638672
2021-04-09,120.20772552490234
2021-04-12,120.15534210205078
2021-04-13,121.0556411743164
2021-04-14,120.67107391357422
2021-04-15,122.6903839111328
2021-04-16,121.73753356933594
2021-04-19,121.3878402709961
2021-04-20,121.94737243652344
2021-04-21,122.1921157836914
2021-04-22,122.725341796875
2021-04-23,122.4368667602539
2021-04-26,122.2620849609375
2021-04-27,121.1955795288086
2021-04-28,121.27423095703124
2021-04-29,120.9158172607422
2021-04-30,121.1955795288086
2021-05-03,121.2682113647461
2021-05-04,122.09113311767578
2021-05-05,122.29251861572266
2021-05-06,122.4939193725586
2021-05-07,121.88976287841795
2021-05-10,120.65542602539062
2021-05-11,119.9725570678711
2021-05-12,118.7119140625
2021-05-13,118.8957290649414
2021-05-14,120.0075454711914
2021-05-17,119.7536849975586
2021-05-18,119.44728088378906
2021-05-19,119.15838623046876
2021-05-20,120.13888549804688
2021-05-21,120.52410125732422
2021-05-24,120.97053527832033
2021-05-25,122.09113311767578
2021-05-26,121.88106536865234
2021-05-27,121.39083862304688
2021-05-28,121.19815826416016
2021-06-01,121.1710205078125
2021-06-02,121.45157623291016
2021-06-03,120.99563598632812
2021-06-04,122.65267944335938
2021-06-07,122.27564239501952
2021-06-08,123.13481903076172
2021-06-09,124.22198486328124
2021-06-10,124.96717834472656
2021-06-11,124.76551818847656
2021-06-14,123.80998992919922
2021-06-15,123.66087341308594
2021-06-16,123.55562591552734
2021-06-17,125.4055633544922
2021-06-18,127.76393127441406
2021-06-21,125.62476348876952
2021-06-22,125.93155670166016
2021-06-23,125.60720825195312
2021-06-24,125.80884552001952
2021-06-25,124.50247955322266
2021-06-28,125.78253936767578
2021-06-29,125.99293518066406
2021-06-30,126.55404663085938
2021-07-01,126.5610580444336
2021-07-02,127.3247528076172
2021-07-06,128.81719970703125
2021-07-07,129.9583740234375
2021-07-08,130.46754455566406
2021-07-09,128.63282775878906
2021-07-12,128.46604919433594
2021-07-13,127.48283386230467
2021-07-14,128.93125915527344
2021-07-15,130.35342407226562
2021-07-16,130.10765075683594
2021-07-19,132.96067810058594
2021-07-20,131.678955078125
2021-07-21,130.01109313964844
2021-07-22,131.24005126953125
2021-07-23,130.36221313476562
2021-07-26,129.97589111328125
2021-07-27,131.36293029785156
2021-07-28,131.37168884277344
2021-07-29,130.64309692382812
2021-07-30,131.2576141357422
2021-08-02,132.42831420898438
2021-08-03,132.49864196777344
2021-08-04,132.77114868164062
2021-08-05,132.09434509277344
2021-08-06,129.88827514648438
2021-08-09,129.4224395751953
2021-08-10,128.82470703125
2021-08-11,128.74563598632812
2021-08-12,128.53475952148438
2021-08-13,130.5650634765625
2021-08-16,130.88143920898438
2021-08-17,130.82872009277344
2021-08-18,131.26817321777344
2021-08-19,132.2349853515625
2021-08-20,132.3228759765625
2021-08-23,132.2349853515625
2021-08-24,131.20664978027344
2021-08-25,130.11676025390625
2021-08-26,130.47706604003906
2021-08-27,131.3648223876953
2021-08-30,131.70767211914062
2021-08-31,130.81118774414062
2021-09-01,131.03028869628906
2021-09-02,131.60226440429688
2021-09-03,130.40536499023438
2021-09-07,129.30531311035156
2021-09-08,130.18539428710938
2021-09-09,131.7606964111328
2021-09-10,130.5989990234375
2021-09-13,131.39108276367188
2021-09-14,132.9839630126953
2021-09-15,132.5175323486328
2021-09-16,131.9103240966797
2021-09-17,131.27664184570312
2021-09-20,132.90476989746094
2021-09-21,132.7903594970703
2021-09-22,133.5823516845703
2021-09-23,130.5637969970703
2021-09-24,129.2877655029297
2021-09-27,128.81253051757812
2021-09-28,126.80598449707033
2021-09-29,127.02599334716795
2021-09-30,127.00843048095705
2021-10-01,128.07730102539062
2021-10-04,127.75128173828124
2021-10-05,126.5176239013672
2021-10-06,127.23136138916016
2021-10-07,125.9008331298828
2021-10-08,125.01963806152344
2021-10-11,124.7024154663086
2021-10-12,126.83488464355467
2021-10-13,128.06846618652344
2021-10-14,128.54429626464844
2021-10-15,127.79535675048828
2021-10-18,128.39451599121094
2021-10-19,126.62338256835938
2021-10-20,125.76863098144533
2021-10-21,125.61884307861328
2021-10-22,127.00228881835938
2021-10-25,126.80844116210938
2021-10-26,127.85700988769533
2021-10-27,130.1832733154297
2021-10-28,129.7427215576172
2021-10-29,130.13919067382812
2021-11-01,129.20220947265625
2021-11-02,129.77574157714844
2021-11-03,128.43460083007812
2021-11-04,129.78448486328125
2021-11-05,131.7255859375
2021-11-08,131.47853088378906
2021-11-09,133.19020080566406
2021-11-10,130.7550811767578
2021-11-11,130.56088256835938
2021-11-12,129.98751831054688
2021-11-15,128.35520935058594
2021-11-16,128.02883911132812
2021-11-17,129.0434112548828
2021-11-18,129.52867126464844
2021-11-19,130.89620971679688
2021-11-22,129.3610076904297
2021-11-23,127.49056243896484
2021-11-24,129.53749084472656
2021-11-26,132.81082153320312
2021-11-29,131.74322509765625
2021-11-30,133.74600219726562
2021-12-01,134.57106018066406
2021-12-02,134.73886108398438
2021-12-03,136.34658813476562
2021-12-06,134.47390747070312
2021-12-07,133.38731384277344
2021-12-08,131.08181762695312
2021-12-09,131.81495666503906
2021-12-10,131.4969940185547
2021-12-13,133.44036865234375
2021-12-14,133.122314453125
2021-12-15,131.8414764404297
2021-12-16,131.89280700683594
2021-12-17,133.38731384277344
2021-12-20,132.38796997070312
2021-12-21,131.88394165039062
2021-12-22,132.494140625
2021-12-23,131.34445190429688
2021-12-27,131.66281127929688
2021-12-28,131.14102172851562
2021-12-29,129.7084503173828
2021-12-30,130.79620361328125
2021-12-31,131.05267333984375
2022-01-03,127.61244201660156
2022-01-04,127.08192443847656
2022-01-05,126.39208984375
2022-01-06,126.71929931640624
2022-01-07,125.80842590332033
2022-01-10,126.11793518066406
2022-01-11,126.95808410644533
2022-01-12,126.47166442871094
2022-01-13,127.59479522705078
2022-01-14,125.66690826416016
2022-01-18,123.89816284179688
2022-01-19,124.75598907470705
2022-01-20,125.52539825439452
2022-01-21,127.01995086669922
2022-01-24,125.9764404296875
2022-01-25,125.7730712890625
2022-01-26,124.251953125
2022-01-27,126.53360748291016
2022-01-28,126.57784271240234
2022-01-31,125.92333221435548
2022-02-01,125.50537109375
2022-02-02,125.93050384521484
2022-02-03,124.9474868774414
2022-02-04,123.1054229736328
2022-02-07,123.18513488769533
2022-02-08,122.36157989501952
2022-02-09,122.59174346923828
2022-02-10,120.64349365234376
2022-02-11,122.43236541748048
2022-02-14,120.90918731689452
2022-02-15,119.53655242919922
2022-02-16,120.24498748779295
2022-02-17,121.13941955566406
2022-02-18,122.41466522216795
2022-02-22,122.73348236083984
2022-02-23,121.04199981689452
2022-02-24,121.12166595458984
2022-02-25,121.21025848388672
2022-02-28,123.86701965332033
2022-03-01,125.2991714477539
2022-03-02,121.0160903930664
2022-03-03,122.24872589111328
2022-03-04,124.35918426513672
2022-03-07,123.41036224365234
2022-03-08,122.16886901855467
2022-03-09,120.97176361083984
2022-03-10,119.23371887207033
2022-03-11,119.6327667236328
2022-03-14,116.8394546508789
2022-03-15,116.6355209350586
2022-03-16,117.77943420410156
2022-03-17,116.90151977539062
2022-03-18,118.32920837402344
2022-03-21,115.5891342163086
2022-03-22,114.10823822021484
2022-03-23,116.60891723632812
2022-03-24,115.6955108642578
2022-03-25,114.09051513671876
2022-03-28,115.0659408569336
2022-03-29,115.93498992919922
2022-03-30,116.8394546508789
2022-03-31,117.12322998046876
2022-04-01,117.56907653808594
2022-04-04,116.75202941894533
2022-04-05,114.11429595947266
2022-04-06,113.19064331054688
2022-04-07,112.33804321289062
2022-04-08,111.121337890625
2022-04-11,109.36284637451172
2022-04-12,109.21189880371094
2022-04-13,109.43390655517578
2022-04-14,107.24024963378906
2022-04-18,106.7073974609375
2022-04-19,105.90805053710938
2022-04-20,108.03955841064452
2022-04-21,107.24024963378906
2022-04-22,106.56526184082033
2022-04-25,107.6310043334961
2022-04-26,108.71451568603516
2022-04-27,107.32018280029295
2022-04-28,107.48004913330078
2022-04-29,106.08568572998048
2022-05-02,104.24683380126952
2022-05-03,104.94963836669922
2022-05-04,105.52789306640624
2022-05-05,102.6366195678711
2022-05-06,101.12422943115234
2022-05-09,102.01384735107422
2022-05-10,102.93907928466795
2022-05-11,104.9229507446289
2022-05-12,104.7272720336914
2022-05-13,103.17929077148438
2022-05-16,103.07250213623048
2022-05-17,101.82704162597656
2022-05-18,103.99772644042967
2022-05-19,104.24683380126952
2022-05-20,105.4300537109375
2022-05-23,103.69525909423828
2022-05-24,105.7414321899414
2022-05-25,106.15956115722656
2022-05-26,105.67913055419922
2022-05-27,105.9371337890625
2022-05-31,103.69525909423828
2022-06-01,103.57672119140624
2022-06-02,103.63021087646484
2022-06-03,103.40740966796876
2022-06-06,101.50021362304688
2022-06-07,102.59642028808594
2022-06-08,101.68737030029295
2022-06-09,102.02603149414062
2022-06-10,101.3932647705078
2022-06-13,98.21160888671876
2022-06-14,96.9728546142578
2022-06-15,98.78199768066406
2022-06-16,99.56627655029295
2022-06-17,99.88711547851562
2022-06-21,98.19380950927734
2022-06-22,100.89417266845705
2022-06-23,101.72303771972656
2022-06-24,100.31487274169922
2022-06-27,99.4593505859375
2022-06-28,99.92276763916016
2022-06-29,101.48238372802734
2022-06-30,102.37359619140624
2022-07-01,103.42463684082033
2022-07-05,104.23722076416016
2022-07-06,102.48699951171876
2022-07-07,101.5850830078125
2022-07-08,100.45992279052734
2022-07-11,102.19234466552734
2022-07-12,102.79956817626952
2022-07-13,103.97827911376952
2022-07-14,103.1299285888672
2022-07-15,103.71038818359376
2022-07-18,102.62989044189452
2022-07-19,102.0762176513672
2022-07-20,102.34413146972656
2022-07-21,104.11221313476562
2022-07-22,105.86246490478516
2022-07-25,104.8266143798828
2022-07-26,104.90696716308594
2022-07-27,104.31761169433594
2022-07-28,105.14807891845705
2022-07-29,104.86233520507812
2022-08-01,107.3877944946289
2022-08-02,105.11549377441406
2022-08-03,106.77050018310548
2022-08-04,106.73472595214844
2022-08-05,104.1940689086914
2022-08-08,105.87589263916016
2022-08-09,105.4643783569336
2022-08-10,104.7755355834961
2022-08-11,102.3332748413086
2022-08-12,103.37104034423828
2022-08-15,103.28156280517578
2022-08-16,103.71097564697266
2022-08-17,102.62850189208984
2022-08-18,102.7805633544922
2022-08-19,101.12557983398438
2022-08-22,100.78561401367188
2022-08-23,100.23099517822266
2022-08-24,99.4974136352539
2022-08-25,100.88404846191406
2022-08-26,101.64443969726562
2022-08-29,100.80353546142578
2022-08-30,101.05399322509766
2022-08-31,100.0878448486328
2022-09-01,98.25540161132812
2022-09-02,98.8112335205078
2022-09-06,96.36382293701172
2022-09-07,97.88784790039062
2022-09-08,96.88378143310548
2022-09-09,97.09893798828124
2022-09-12,96.30105590820312
2022-09-13,96.52517700195312
2022-09-14,96.8568878173828
2022-09-15,96.79413604736328
2022-09-16,95.9873046875
