Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2019-01-02,94.7896957397461,95.38025395124085,92.74616765403161,93.31798105084482,35329300
2019-01-03,91.30254364013672,93.91788425980062,91.11505979627815,93.83351474211992,42579100
2019-01-04,95.54896545410156,96.0926579367155,92.7367718358921,93.4773170135673,44060600
2019-01-07,95.67084503173828,96.8050958417353,94.65846054835745,95.27713955754686,35656100
2019-01-08,96.36449432373047,97.46124800625068,95.34272702800958,96.5894677876834,31514400
2019-01-09,97.74246215820312,98.31427536903374,96.7769436010956,97.3581327921073,32280800
2019-01-10,97.11443328857422,97.25504442170846,95.97080656169209,96.75822461617622,30067600
2019-01-11,96.36449432373047,96.96442832878995,95.27710946969924,96.73007888457055,28314200
2019-01-14,95.66146087646484,96.4301268870416,94.92091565928575,95.52084975769793,28437100
2019-01-15,98.43617248535156,98.47366926604217,95.50211197438409,96.09267733053647,31587600
2019-01-16,98.78298950195312,99.60790424257023,98.38928409490143,98.67050632952608,29853900
2019-01-17,99.47669219970703,99.95476009705916,98.20183016987437,98.42680371873303,28393000
2019-01-18,100.96713256835938,101.14524046783798,99.27982054554838,100.73278308032073,37427600
2019-01-22,99.06421661376953,100.3953199993991,98.29555057330101,100.06723214403672,32371300
2019-01-23,100.02973937988281,100.33908243525248,98.74550154963187,99.4766779946272,25874300
2019-01-24,99.55166625976562,100.30158753193103,98.74550339531056,100.17035238206898,23164800
2019-01-25,100.4609375,101.12648919234792,99.55166033593434,100.52655507102645,31225600
2019-01-28,98.50179290771484,99.81415166265973,98.10808742676534,99.60792293879669,29476700
2019-01-29,96.49574279785156,98.3986594040415,95.77394240474462,98.3142898735193,31490500
2019-01-30,99.72037506103516,99.72037506103516,97.79871386842873,98.07056008774701,49471900
2019-01-31,97.89246368408203,98.63300888859851,96.72071630069112,97.30190557749326,55636400
2019-02-01,96.34574127197266,97.58310603736545,95.94265994640953,97.28313903823319,35535700
2019-02-04,99.12045288085938,99.17670161860062,96.33637994724654,96.4301254595558,31315100
2019-02-05,100.50780487060547,100.55467047495264,99.32668150366837,99.42041986414117,27325400
2019-02-06,99.39230346679688,100.30158062233065,98.92360449192617,100.30158062233065,20609800
2019-02-07,98.67987823486328,98.97984529031514,97.76123225644517,98.60489183483438,29760700
2019-02-08,99.05484008789062,99.15795443497828,97.73311269160706,97.854971850993,21461100
2019-02-11,98.66114807128906,99.90788923602798,98.39867775277135,99.5516733879427,18914100
2019-02-12,100.19847869873047,100.43282821522142,98.87675114464692,99.4954301492576,25056600
2019-02-13,100.12346649169922,101.03274359064025,100.02972813291504,100.77027332533322,18394900
2019-02-14,100.20783233642578,100.57341692848715,99.0454609963275,99.65476388191108,21784700
2019-02-15,101.44522857666016,101.52022214482083,100.63906559838352,101.15463743976287,26606900
2019-02-19,101.39835357666016,101.85768380769846,101.03276887964934,101.04214486340813,18038500
2019-02-20,100.87115478515625,101.61486270392214,100.061549060035,101.53954887313826,21607700
2019-02-21,102.99871826171875,103.06461606451813,100.60755813077807,100.63579902021755,29063200
2019-02-22,104.46730041503906,104.68381868573108,103.38468751461376,103.6012129676275,27763200
2019-02-25,105.05097198486328,105.60640250975152,104.74031500151865,105.21101567107854,23750600
2019-02-26,105.77584838867188,106.60427892938345,104.65557856720001,104.74030841720196,21536700
2019-02-27,105.59697723388672,105.7758457709918,104.38256875093867,105.14510865279819,21487100
2019-02-28,105.46517944335938,106.26536905843174,105.18276338162167,105.4745954667804,29083900
2019-03-01,105.93589782714844,106.3971824996349,105.12629205288579,106.27480290392455,23501200
2019-03-04,105.68170928955078,106.61369454204707,104.30726428801758,106.39716908827431,26608000
2019-03-05,105.15452575683594,105.80409497330382,104.71207316459721,105.6722993616034,19538300
2019-03-06,105.20160675048828,106.0582854744501,104.90035858892072,105.31457750444713,17687000
2019-03-07,103.92129516601562,105.01332418703429,103.43176962087364,104.87211254709948,25339000
2019-03-08,104.03425598144531,104.2225333618338,102.42446067746222,102.76336570801884,22818400
2019-03-11,106.21831512451172,106.33127868884729,104.47672407855664,104.4861329207031,26491600
2019-03-12,106.96202087402344,107.31033476674675,106.04886044180547,106.20889694291196,26132700
2019-03-13,107.79045104980469,108.26115170941083,107.11264095080033,107.4421299760602,35513800
2019-03-14,107.87518310546875,108.44943853473053,107.63042391245297,107.82811734480696,30763400
2019-03-15,109.11782836914062,110.37930266638477,107.87517175539405,108.58122273193808,54681100
2019-03-18,110.68055725097656,110.71821416713381,109.24963034861297,109.36259391476234,31207600
2019-03-19,110.75589752197266,111.49960563338449,110.1345690305435,111.17010933393469,37588700
2019-03-20,110.63347625732422,111.79140300232783,109.87094351203027,110.5110966754628,28113300
2019-03-21,113.17527770996094,113.74011711475802,110.22868672469288,110.2757596677271,29854400
2019-03-22,110.19102478027344,112.58217775623899,110.18160875624531,112.49745508695162,33624500
2019-03-25,110.7652816772461,111.09477069956468,109.50380018595521,109.72973448949911,27067100
2019-03-26,111.0006332397461,111.75374998737756,110.00274295520931,111.66902731597688,26097700
2019-03-27,109.92743682861328,111.28305712459222,108.7506850945545,110.97239294304329,22733400
2019-03-28,110.07806396484375,110.6899763000546,109.3249399857654,110.55818068106427,18334800
2019-03-29,111.02887725830078,111.38660718483013,110.10630077723144,111.15125684787922,25399800
2019-04-01,112.04557800292969,112.13030785355525,111.17949054276743,111.97968020014173,22789100
2019-04-02,112.20562744140625,112.47863469049432,111.57488308825415,112.08324067114341,18142300
2019-04-03,112.93992614746094,113.37296992590241,112.1679772933135,112.83637141975508,22860700
2019-04-04,112.36566162109375,113.1846833514219,111.44308517144864,113.06229658368981,20112800
2019-04-05,112.86458587646484,113.1846660095815,112.37506042750643,112.3938852907152,15826200
2019-04-08,112.90225982666016,112.98698249736907,111.68785127024483,112.7892890833929,15116200
2019-04-09,112.29035949707031,112.53512587572652,111.63138138029144,111.67844714159119,17612000
2019-04-10,113.14701080322266,113.29763125812184,112.53509859607725,112.74220800609456,16477200
2019-04-11,113.27881622314453,113.76834172194137,112.89283825601949,113.47650962740796,14209100
2019-04-12,113.86248779296875,113.89073586597034,113.31648048108116,113.5706556795183,19745100
2019-04-15,113.95664978027344,114.45559140566507,113.50477391855992,113.85309504492916,15792600
2019-04-16,113.6930160522461,114.52145367788712,113.06227899259372,114.51203765514458,14071800
2019-04-17,114.6344223022461,114.70973612288253,113.47650283482612,114.13548080959185,19300900
2019-04-18,116.14067077636719,116.28187521312026,114.19197054364047,115.02981705254143,27991000
2019-04-22,116.5078125,116.73374677302694,115.38754279310967,115.43461572522077,15648700
2019-04-23,118.0893783569336,118.22117396098467,116.57372172802442,116.82789691231673,24025500
2019-04-24,117.6845932006836,118.47536694378772,117.22330133488336,118.4188851570868,31257000
2019-04-25,121.58196258544922,123.6718744562273,121.28072166275977,122.43864114857702,38033900
2019-04-26,122.27862548828125,122.87171295831907,121.45961087891109,122.09975692654635,23654900
2019-04-29,122.16565704345703,122.5516206792959,121.77027020075857,122.28802945083025,16324200
2019-04-30,122.94701385498047,123.04114536491488,121.80791197701782,122.20329879388716,24166500
