Price,Close,High,Low,Open,Volume
Ticker,VNQ,VNQ,VNQ,VNQ,VNQ
Date,,,,,
2019-01-02,57.16998291015625,57.75774835191547,56.84083569774531,57.64803261444516,12880400
2019-01-03,57.569679260253906,58.43957280657894,56.9819136737673,57.02893300738679,12264300
2019-01-04,58.2436408996582,58.79221962747962,57.44428247068132,57.78910082285777,9389000
2019-01-07,58.81574630737305,59.25460937199256,58.30634826219064,58.46308336268023,9227900
2019-01-08,60.030433654785156,60.17933612450176,59.035153618987835,59.19188865517283,10761000
2019-01-09,59.9442253112793,60.242030239385954,59.372137069810016,60.17149529044453,6434200
2019-01-10,60.75929260253906,60.93170481396794,59.622948087665144,59.756173531383354,8671800
2019-01-11,60.93168258666992,60.99437900051142,60.42228468756118,60.70441257078882,5141900
2019-01-14,60.727909088134766,61.08057185537359,60.48496801090154,60.73574763293327,4934500
2019-01-15,61.30784225463867,61.45673873251389,60.79060591732872,60.814115572832286,5377200
2019-01-16,61.7388801574707,61.958311629254254,61.205972592113845,61.29217866732298,6164000
2019-01-17,62.03668212890625,62.068024355590595,61.49593604318849,61.621322887102544,4327000
2019-01-18,62.24826431274414,62.303122168573026,61.770214720924805,62.2952836237238,6397100
2019-01-22,62.060203552246094,62.33449293066861,61.58215378739828,62.1150614279306,6062600
2019-01-23,62.06803512573242,62.224776181646554,61.66052033847554,62.16991830684159,3972000
2019-01-24,62.27962875366211,62.42069270244399,61.66835363529375,61.88778511583014,4142500
2019-01-25,63.05547332763672,63.102492647779385,62.373663290272944,62.49121756968863,5713400
2019-01-28,63.67459487915039,63.7372912998519,62.74200505315971,62.93792688355709,5471200
2019-01-29,64.1761245727539,64.20747276859028,63.45513400568836,63.580520809976846,4832200
2019-01-30,64.69338989257812,64.92849249836202,64.1291340722013,64.19966306021855,6635900
2019-01-31,65.36734771728516,65.41436703274609,64.08993384271798,64.61500279555976,13041700
2019-02-01,64.95199584960938,65.6338058961561,64.04292176660618,65.43004554102849,16142500
2019-02-04,65.43785858154297,65.43785858154297,64.4190631820639,64.93629942523053,13612800
